view_id,viewer_id,video_id,watch_minutes,view_date,completed
1276,5476,22,20.55,2023-03-08 07:37:00,0
1277,5463,296,6.47,2023-09-03 07:15:00,0
1278,5182,7,0.45,2023-07-14 10:46:00,0
1279,5360,176,109.0,2023-01-21 09:05:00,1
1280,5289,34,8.47,2023-01-12 22:15:00,0
1281,5681,195,68.19,2023-01-28 11:19:00,0
1282,5498,140,24.0,2023-10-01 02:46:00,0
1283,5254,298,46.8,2023-06-23 03:49:00,0
1284,5738,287,4.26,2023-04-13 04:41:00,0
1285,5775,294,40.18,2023-01-01 05:44:00,0
1286,5275,129,4.95,2023-03-02 01:43:00,0
1287,5373,17,4.21,2023-06-20 09:40:00,0
1288,5097,125,88.0,2023-01-01 03:10:00,1
1289,5698,135,31.95,2023-03-30 02:04:00,0
1290,5210,275,33.06,2023-08-11 01:06:00,0
1291,5790,48,8.56,2023-07-31 09:30:00,0
1292,5319,26,5.92,2023-07-13 07:50:00,0
1293,5159,75,14.0,2023-06-17 18:50:00,1
1294,5762,117,27.8,2023-09-26 05:32:00,0
1295,5426,87,6.16,2023-09-10 06:22:00,0
1296,5761,107,37.03,2023-02-02 17:27:00,0
1297,5749,241,2.87,2023-12-28 09:49:00,0
1298,5542,40,82.25,2023-07-25 15:01:00,0
1299,5376,105,13.22,2023-11-10 06:21:00,0
1300,5015,83,1.66,2023-03-08 23:21:00,0
1301,5354,239,10.02,2023-03-26 19:06:00,0
1302,5690,222,2.74,2023-02-28 17:14:00,0
1303,5687,179,2.08,2023-03-21 04:53:00,0
1304,5454,268,5.0,2023-09-20 13:10:00,1
1305,5455,71,6.47,2023-01-12 10:01:00,0
1306,5340,223,6.47,2023-05-22 08:13:00,0
1307,5137,173,53.6,2023-02-20 01:09:00,0
1308,5498,275,27.49,2023-05-11 05:37:00,0
1309,5088,275,36.14,2023-02-28 21:35:00,0
1310,5363,262,9.28,2023-07-24 14:18:00,0
1311,5481,68,49.15,2023-07-08 06:06:00,0
1312,5073,29,1.26,2023-12-26 11:59:00,0
1313,5455,39,7.84,2023-03-16 10:34:00,0
1314,5101,155,24.94,2023-02-07 04:01:00,0
1315,5526,98,15.23,2023-10-20 20:12:00,0
1316,5286,103,102.0,2023-07-17 09:45:00,1
1317,5383,210,11.75,2023-10-14 22:27:00,0
1318,5638,243,107.8,2023-07-11 10:17:00,0
1319,5244,179,20.78,2023-03-28 17:49:00,0
1320,5652,127,7.07,2023-06-17 12:22:00,0
1321,5292,183,8.22,2023-05-31 11:58:00,0
1322,5181,184,9.58,2023-12-28 20:06:00,0
1323,5643,213,15.89,2023-04-05 22:40:00,0
1324,5538,27,15.22,2023-06-04 05:46:00,0
1325,5745,164,49.88,2023-01-30 08:47:00,0
1326,5449,30,58.0,2023-06-25 22:00:00,1
1327,5428,118,5.9,2023-04-27 08:29:00,0
1328,5527,51,9.56,2023-07-25 05:43:00,0
1329,5513,125,46.97,2023-05-28 03:37:00,0
1330,5584,131,70.26,2023-11-23 16:56:00,0
1331,5475,202,20.49,2023-12-10 06:32:00,0
1332,5753,226,19.88,2023-10-17 17:01:00,0
1333,5118,51,37.35,2023-06-26 10:54:00,0
1334,5151,58,21.04,2023-06-21 02:23:00,0
1335,5462,119,5.22,2023-06-08 14:14:00,0
1336,5589,188,18.49,2023-08-04 21:42:00,0
1337,5635,299,0.36,2023-10-15 11:53:00,0
1338,5586,102,3.13,2023-12-12 13:37:00,0
1339,5711,136,2.51,2023-07-17 07:12:00,0
1340,5261,118,33.89,2023-09-27 05:40:00,0
1341,5698,275,37.91,2023-01-25 23:45:00,0
1342,5700,97,56.2,2023-10-05 20:12:00,0
1343,5043,237,9.1,2023-10-07 22:56:00,0
1344,5399,61,1.43,2023-10-08 01:12:00,0
1345,5605,186,2.81,2023-07-22 17:16:00,0
1346,5704,21,2.19,2023-08-17 02:56:00,0
1347,5769,121,14.6,2023-01-08 14:09:00,0
1348,5730,163,14.74,2023-06-18 21:57:00,0
1349,5293,108,9.45,2023-10-29 18:43:00,0
1350,5744,293,4.32,2023-05-12 16:00:00,0
1351,5730,232,62.0,2023-05-08 10:55:00,1
1352,5519,290,2.64,2023-01-14 17:48:00,0
1353,5636,219,97.0,2023-10-13 14:18:00,1
1354,5174,296,3.18,2023-01-04 11:16:00,0
1355,5669,49,12.92,2023-03-24 21:47:00,0
1356,5050,30,10.45,2023-02-13 13:08:00,0
1357,5063,264,5.58,2023-12-12 03:13:00,0
1358,5524,37,20.95,2023-08-20 21:58:00,0
1359,5632,295,15.16,2023-11-25 05:34:00,0
1360,5692,274,12.0,2023-11-22 22:18:00,1
1361,5373,7,0.89,2023-04-08 19:21:00,0
1362,5208,79,17.77,2023-09-03 22:37:00,0
1363,5466,178,27.59,2023-08-16 06:19:00,0
1364,5514,273,18.6,2023-05-04 00:17:00,0
1365,5172,115,72.24,2023-01-22 06:19:00,0
1366,5004,126,37.94,2023-03-11 02:44:00,0
1367,5450,218,1.11,2023-04-17 10:06:00,0
1368,5681,237,13.71,2023-09-15 06:30:00,0
1369,5503,38,93.48,2023-11-14 16:40:00,0
1370,5539,30,58.0,2023-06-25 14:55:00,1
1371,5338,54,6.3,2023-02-10 16:49:00,0
1372,5304,45,25.81,2023-05-28 10:54:00,0
1373,5673,283,77.0,2023-08-18 14:52:00,1
1374,5015,130,33.76,2023-04-27 02:56:00,0
1375,5506,198,8.39,2023-05-26 09:29:00,0
1376,5176,58,65.0,2023-01-03 15:06:00,1
1377,5367,171,5.02,2023-06-27 22:21:00,0
1378,5549,272,56.0,2023-04-06 04:15:00,1
1379,5020,261,0.77,2023-11-09 07:32:00,0
1380,5265,295,10.2,2023-04-02 23:19:00,0
1381,5636,70,10.7,2023-12-01 18:26:00,0
1382,5633,99,2.94,2023-12-17 11:44:00,0
1383,5113,95,57.0,2023-02-20 10:21:00,1
1384,5701,102,5.5,2023-07-30 22:01:00,0
1385,5175,145,15.63,2023-10-23 00:22:00,0
1386,5560,201,49.24,2023-12-15 21:18:00,0
1387,5021,56,0.82,2023-08-07 21:55:00,0
1388,5479,143,91.0,2023-07-06 01:23:00,1
1389,5208,173,16.51,2023-03-10 17:55:00,0
1390,5794,131,38.0,2023-04-11 13:49:00,0
1391,5044,298,3.11,2023-01-20 13:07:00,0
1392,5437,31,22.02,2023-05-22 22:34:00,0
1393,5402,212,29.24,2023-10-24 09:59:00,0
1394,5234,153,67.09,2023-03-31 08:43:00,0
1395,5218,182,9.41,2023-02-05 02:09:00,0
1396,5203,274,9.8,2023-01-02 10:41:00,0
1397,5569,217,0.4,2023-04-16 13:43:00,0
1398,5265,157,117.0,2023-08-12 04:42:00,1
1399,5107,61,5.0,2023-01-04 11:53:00,1
1400,5410,152,35.54,2023-05-08 18:23:00,0
1401,5231,155,92.05,2023-06-12 19:51:00,1
1402,5357,176,25.27,2023-01-09 12:58:00,0
1403,5059,88,14.86,2023-02-09 11:58:00,0
1404,5117,148,30.64,2023-12-24 12:02:00,0
1405,5321,12,1.53,2023-07-14 00:13:00,0
1406,5633,265,55.65,2023-06-15 23:13:00,0
1407,5163,31,54.04,2023-04-17 20:39:00,0
1408,5217,32,90.59,2023-04-25 12:36:00,0
1409,5600,49,12.33,2023-09-26 00:36:00,0
1410,5009,196,13.07,2023-06-07 03:51:00,0
1411,5253,71,8.92,2023-10-06 04:15:00,0
1412,5319,16,6.1,2023-09-21 02:34:00,0
1413,5458,226,26.84,2023-06-08 01:40:00,0
1414,5763,143,91.0,2023-05-09 19:17:00,1
1415,5177,100,7.23,2023-11-07 15:14:00,0
1416,5398,184,26.53,2023-01-29 04:39:00,0
1417,5044,66,38.0,2023-11-27 08:11:00,1
1418,5186,285,71.0,2023-04-01 02:23:00,1
1419,5065,119,6.91,2023-12-12 19:01:00,0
1420,5060,48,10.47,2023-02-28 01:51:00,0
1421,5129,226,63.12,2023-04-01 13:43:00,0
1422,5654,47,20.95,2023-02-11 05:59:00,0
1423,5184,206,17.55,2023-03-16 14:04:00,0
1424,5656,110,64.0,2023-08-28 19:10:00,1
1425,5120,254,7.66,2023-04-25 06:54:00,0
1426,5548,176,84.93,2023-09-03 00:19:00,0
1427,5640,112,48.56,2023-01-25 18:23:00,0
1428,5114,169,5.39,2023-10-04 23:43:00,0
1429,5506,73,0.51,2023-01-06 02:44:00,0
1430,5426,164,118.0,2023-05-21 04:57:00,1
1431,5225,172,56.87,2023-10-10 10:33:00,0
1432,5576,69,34.0,2023-08-27 12:14:00,1
1433,5059,252,0.77,2023-12-16 22:47:00,0
1434,5504,204,5.94,2023-12-23 01:52:00,0
1435,5429,199,2.39,2023-02-22 05:59:00,0
1436,5655,127,50.0,2023-01-01 04:43:00,1
1437,5394,207,21.12,2023-07-22 11:57:00,0
1438,5625,132,5.59,2023-03-21 10:26:00,0
1439,5089,218,24.65,2023-02-02 04:55:00,0
1440,5687,159,2.14,2023-08-04 09:36:00,0
1441,5393,287,27.0,2023-05-30 08:08:00,1
1442,5373,262,5.76,2023-06-08 04:32:00,0
1443,5629,173,7.81,2023-12-22 13:46:00,0
1444,5129,71,9.42,2023-09-27 17:02:00,0
1445,5054,226,12.21,2023-07-22 20:11:00,0
1446,5440,242,15.19,2023-09-21 19:28:00,0
1447,5167,143,39.35,2023-03-10 19:00:00,0
1448,5245,71,4.5,2023-08-01 14:14:00,0
1449,5407,112,92.43,2023-08-15 21:58:00,0
1450,5018,233,0.2,2023-04-05 09:20:00,0
1451,5182,290,42.51,2023-12-16 09:49:00,0
1452,5583,187,0.92,2023-04-21 23:21:00,0
1453,5049,291,2.36,2023-08-25 15:35:00,0
1454,5284,13,4.72,2023-10-27 16:17:00,0
1455,5314,164,26.86,2023-11-15 01:50:00,0
1456,5211,77,6.05,2023-11-26 20:15:00,0
1457,5615,85,6.71,2023-03-01 08:46:00,0
1458,5609,174,15.25,2023-11-14 05:44:00,0
1459,5407,61,3.45,2023-03-13 12:09:00,0
1460,5285,69,1.29,2023-01-30 12:27:00,0
1461,5650,234,37.0,2023-11-26 03:38:00,1
1462,5036,115,113.0,2023-11-24 13:09:00,1
1463,5699,227,20.6,2023-05-08 11:25:00,0
1464,5720,47,26.18,2023-01-27 00:42:00,0
1465,5618,298,3.69,2023-12-01 07:50:00,0
1466,5622,201,45.44,2023-04-24 01:32:00,0
1467,5392,300,17.77,2023-07-03 20:49:00,0
1468,5557,30,16.92,2023-05-29 22:25:00,0
1469,5295,154,3.72,2023-03-28 10:46:00,0
1470,5480,212,1.59,2023-01-08 04:00:00,0
1471,5386,31,63.28,2023-03-10 03:03:00,0
1472,5780,147,15.7,2023-05-03 01:40:00,0
1473,5462,38,106.0,2023-05-26 02:09:00,1
1474,5362,83,0.17,2023-01-17 12:46:00,0
1475,5432,168,15.09,2023-10-22 11:49:00,0
1476,5666,178,13.48,2023-09-06 20:20:00,0
1477,5016,98,2.61,2023-03-29 17:14:00,0
1478,5328,184,17.82,2023-12-28 07:20:00,0
1479,5439,146,4.34,2023-10-01 23:19:00,0
1480,5107,152,59.94,2023-06-14 05:27:00,0
1481,5240,145,14.94,2023-10-05 07:52:00,0
1482,5625,241,2.76,2023-12-26 01:27:00,0
1483,5717,285,30.84,2023-12-04 15:12:00,0
1484,5387,250,24.78,2023-11-16 15:16:00,0
1485,5669,277,22.28,2023-01-19 15:00:00,0
1486,5784,134,13.0,2023-04-30 03:15:00,1
1487,5638,141,27.72,2023-07-05 01:30:00,0
1488,5184,19,5.39,2023-10-09 04:44:00,0
1489,5017,289,4.48,2023-04-08 12:45:00,0
1490,5174,33,22.14,2023-01-25 04:16:00,0
1491,5086,103,102.0,2023-09-09 04:10:00,1
1492,5605,234,37.0,2023-04-19 05:50:00,1
1493,5614,281,9.44,2023-12-12 06:34:00,0
1494,5131,56,2.88,2023-01-23 09:57:00,0
1495,5123,259,16.75,2023-08-21 00:44:00,0
1496,5381,271,2.94,2023-08-09 05:17:00,0
1497,5153,126,20.0,2023-12-13 09:43:00,0
1498,5445,8,7.24,2023-03-29 10:47:00,0
1499,5230,71,2.07,2023-11-19 00:17:00,0
1500,5264,238,22.47,2023-05-26 09:05:00,0
1501,5175,263,110.0,2023-02-01 08:23:00,1
1502,5322,94,57.73,2023-06-02 20:42:00,0
1503,5304,42,29.4,2023-06-29 16:02:00,0
1504,5774,267,82.75,2023-05-02 21:50:00,0
1505,5154,58,0.26,2023-08-24 12:33:00,0
1506,5611,134,8.95,2023-07-30 21:18:00,0
1507,5095,35,28.81,2023-04-04 03:31:00,0
1508,5101,298,46.14,2023-02-16 13:23:00,0
1509,5722,276,17.71,2023-03-04 04:12:00,0
1510,5140,223,27.06,2023-08-18 22:15:00,0
1511,5062,23,45.61,2023-10-18 07:37:00,0
1512,5487,292,23.1,2023-06-04 05:32:00,0
1513,5674,37,47.7,2023-10-12 01:58:00,0
1514,5517,149,2.35,2023-05-05 08:37:00,0
1515,5702,241,0.99,2023-08-08 03:15:00,0
1516,5702,74,16.08,2023-04-18 12:34:00,0
1517,5524,186,12.0,2023-06-09 19:23:00,1
1518,5652,281,13.12,2023-10-30 10:30:00,0
1519,5670,228,18.34,2023-05-21 13:23:00,0
1520,5144,60,8.01,2023-04-02 14:59:00,0
1521,5098,75,11.13,2023-01-21 23:52:00,0
1522,5617,1,6.56,2023-09-15 09:51:00,0
1523,5168,123,10.44,2023-03-21 17:44:00,0
1524,5191,180,2.1,2023-08-10 12:27:00,0
1525,5411,215,105.0,2023-12-25 09:06:00,1
1526,5521,16,16.06,2023-02-05 20:52:00,0
1527,5221,238,32.0,2023-11-12 08:49:00,1
1528,5084,220,43.5,2023-11-12 16:49:00,0
1529,5526,216,19.7,2023-05-15 13:21:00,0
1530,5490,37,83.0,2023-03-25 02:30:00,1
1531,5244,90,20.96,2023-03-13 00:48:00,0
1532,5405,140,111.0,2023-07-02 20:42:00,1
1533,5547,176,67.71,2023-07-01 21:43:00,0
1534,5645,166,6.05,2023-10-20 00:20:00,0
1535,5712,129,7.62,2023-01-31 02:38:00,0
1536,5414,270,114.0,2023-11-16 04:55:00,1
1537,5111,49,45.32,2023-02-25 02:18:00,0
1538,5090,126,63.0,2023-07-10 06:15:00,1
1539,5316,249,15.99,2023-03-07 12:09:00,0
1540,5037,244,42.59,2023-04-29 16:16:00,0
1541,5580,181,26.9,2023-11-03 01:31:00,0
1542,5223,93,47.0,2023-06-22 01:52:00,1
1543,5368,262,3.6,2023-11-06 17:36:00,0
1544,5768,203,4.83,2023-03-27 21:15:00,0
1545,5211,180,23.43,2023-09-26 08:16:00,0
1546,5768,33,31.59,2023-12-06 01:08:00,0
1547,5403,18,83.0,2023-12-19 13:31:00,1
1548,5235,162,14.0,2023-09-06 17:39:00,0
1549,5634,290,50.0,2023-11-15 08:42:00,1
1550,5523,154,21.71,2023-09-22 02:22:00,0
1551,5428,26,2.76,2023-03-06 20:16:00,0
1552,5137,284,76.0,2023-11-21 00:14:00,1
1553,5723,175,27.89,2023-04-02 17:22:00,0
1554,5768,18,58.07,2023-08-13 06:38:00,0
1555,5733,23,62.67,2023-08-11 15:06:00,0
1556,5575,22,15.01,2023-10-27 04:23:00,0
1557,5058,282,11.67,2023-02-03 18:28:00,0
1558,5126,132,12.0,2023-06-06 19:52:00,1
1559,5105,182,6.43,2023-09-04 22:30:00,0
1560,5794,114,0.38,2023-12-22 10:12:00,0
1561,5403,278,0.62,2023-11-20 01:08:00,0
1562,5013,256,7.84,2023-06-07 06:32:00,0
1563,5112,20,1.11,2023-02-06 18:24:00,0
1564,5625,254,113.0,2023-05-23 20:21:00,1
1565,5112,64,4.27,2023-06-09 23:14:00,0
1566,5152,207,3.07,2023-05-19 21:15:00,0
1567,5591,63,7.52,2023-03-11 21:54:00,0
1568,5185,123,9.38,2023-06-21 16:37:00,0
1569,5479,164,33.16,2023-08-11 14:32:00,0
1570,5401,237,0.27,2023-06-25 21:09:00,0
1571,5307,50,0.06,2023-03-11 05:53:00,0
1572,5132,227,48.99,2023-01-11 04:58:00,0
1573,5077,198,70.0,2023-04-20 00:56:00,1
1574,5543,103,24.13,2023-09-02 02:40:00,0
1575,5362,171,24.83,2023-08-18 05:55:00,0
1576,5368,68,104.0,2023-01-09 13:58:00,1
1577,5283,107,4.73,2023-07-03 16:03:00,0
1578,5312,158,68.98,2023-02-14 13:07:00,0
1579,5053,75,2.15,2023-01-05 14:13:00,0
1580,5434,171,33.94,2023-01-06 22:08:00,0
1581,5666,36,4.89,2023-07-05 20:01:00,0
1582,5662,300,3.83,2023-07-13 09:53:00,0
1583,5729,200,37.67,2023-12-20 01:36:00,0
1584,5630,150,8.33,2023-08-25 04:16:00,0
1585,5373,207,40.6,2023-05-27 08:45:00,0
1586,5315,296,2.69,2023-07-30 12:37:00,0
1587,5686,276,2.77,2023-03-09 09:56:00,0
1588,5300,273,1.49,2023-12-02 20:00:00,0
1589,5426,70,82.0,2023-01-12 03:19:00,1
1590,5131,77,1.78,2023-06-14 11:00:00,0
1591,5516,190,15.02,2023-03-17 18:16:00,0
1592,5794,278,56.6,2023-06-03 17:41:00,0
1593,5217,249,22.87,2023-12-15 03:12:00,0
1594,5264,131,15.89,2023-06-08 10:34:00,0
1595,5110,181,14.11,2023-08-21 14:27:00,0
1596,5615,173,82.95,2023-05-09 20:34:00,0
1597,5465,51,58.09,2023-09-24 22:15:00,0
1598,5295,115,41.65,2023-04-04 17:06:00,0
1599,5162,91,26.38,2023-04-10 00:45:00,0
1600,5424,51,10.75,2023-09-18 08:59:00,0
1601,5362,66,20.8,2023-06-12 00:51:00,0
1602,5766,276,39.88,2023-08-17 23:15:00,0
1603,5238,13,0.27,2023-03-13 12:52:00,0
1604,5612,218,21.47,2023-10-30 09:32:00,0
1605,5509,147,60.46,2023-07-19 06:51:00,0
1606,5113,284,31.22,2023-10-27 22:03:00,0
1607,5147,162,10.4,2023-06-19 10:55:00,0
1608,5118,142,10.87,2023-10-16 20:29:00,0
1609,5439,185,54.27,2023-12-15 01:28:00,0
1610,5361,275,2.83,2023-10-29 18:03:00,0
1611,5350,109,21.53,2023-10-11 07:20:00,0
1612,5202,23,22.84,2023-03-22 05:42:00,0
1613,5795,270,48.56,2023-08-23 03:55:00,0
1614,5474,20,7.33,2023-06-16 13:32:00,0
1615,5283,60,5.5,2023-05-12 09:54:00,0
1616,5415,12,1.63,2023-07-07 11:24:00,0
1617,5425,220,27.43,2023-05-15 00:28:00,0
1618,5159,22,113.0,2023-03-09 07:20:00,1
1619,5654,127,24.97,2023-07-06 14:39:00,0
1620,5017,236,27.52,2023-10-01 05:59:00,0
1621,5008,166,2.57,2023-06-19 09:07:00,0
1622,5400,212,32.38,2023-12-19 12:38:00,0
1623,5074,134,0.49,2023-02-03 22:51:00,0
1624,5114,141,73.31,2023-12-16 15:55:00,1
1625,5659,222,19.28,2023-11-28 09:17:00,0
1626,5095,240,63.0,2023-11-03 00:53:00,1
1627,5285,127,15.11,2023-11-05 23:35:00,0
1628,5165,150,87.0,2023-04-27 01:17:00,1
1629,5106,127,5.96,2023-11-23 19:17:00,0
1630,5326,238,20.7,2023-07-27 06:01:00,0
1631,5014,256,40.06,2023-05-03 12:34:00,0
1632,5619,255,58.05,2023-01-30 09:41:00,0
1633,5642,48,0.19,2023-11-25 05:20:00,0
1634,5186,241,0.88,2023-01-22 14:07:00,0
1635,5659,134,2.71,2023-07-18 06:20:00,0
1636,5740,41,20.65,2023-10-30 01:34:00,0
1637,5310,244,25.47,2023-07-09 16:31:00,0
1638,5178,29,59.63,2023-03-23 07:06:00,0
1639,5502,8,1.54,2023-03-14 19:12:00,0
1640,5733,178,7.93,2023-03-13 08:40:00,0
1641,5428,9,29.05,2023-10-21 07:33:00,0
1642,5541,70,31.38,2023-02-26 18:24:00,0
1643,5307,249,35.0,2023-01-02 14:15:00,1
1644,5125,261,1.31,2023-05-24 03:59:00,0
1645,5317,161,69.67,2023-12-08 20:01:00,0
1646,5346,202,45.19,2023-03-01 20:31:00,0
1647,5742,129,19.4,2023-04-04 23:41:00,0
1648,5332,58,14.62,2023-02-18 20:21:00,0
1649,5470,297,2.71,2023-03-21 11:58:00,0
1650,5182,35,46.64,2023-09-04 05:28:00,0
1651,5491,45,42.72,2023-06-18 07:41:00,0
1652,5329,127,50.0,2023-04-19 01:00:00,1
1653,5490,191,3.43,2023-08-02 05:13:00,0
1654,5152,129,8.64,2023-03-03 18:01:00,0
1655,5331,153,3.0,2023-11-01 14:09:00,0
1656,5436,269,0.47,2023-06-02 02:11:00,0
1657,5389,7,0.1,2023-04-21 09:57:00,0
1658,5603,15,11.41,2023-10-27 05:58:00,0
1659,5241,22,17.75,2023-11-18 12:52:00,0
1660,5179,299,105.0,2023-03-30 03:02:00,1
1661,5408,172,68.24,2023-08-09 21:20:00,0
1662,5345,151,30.88,2023-03-19 11:12:00,0
1663,5648,274,3.29,2023-07-02 17:04:00,0
1664,5243,234,6.68,2023-06-28 01:45:00,0
1665,5770,40,118.0,2023-11-29 11:09:00,1
1666,5486,140,77.13,2023-09-01 13:22:00,0
1667,5460,267,81.25,2023-10-02 10:27:00,0
1668,5556,258,7.68,2023-06-03 12:46:00,0
1669,5248,124,33.32,2023-01-16 15:41:00,0
1670,5042,77,9.2,2023-07-17 23:43:00,0
1671,5124,128,1.17,2023-07-09 23:49:00,0
1672,5391,64,81.0,2023-01-25 13:03:00,1
1673,5753,155,2.73,2023-04-28 07:23:00,0
1674,5008,280,27.92,2023-01-22 18:41:00,0
1675,5497,144,15.39,2023-12-23 00:06:00,0
1676,5286,153,17.99,2023-08-09 13:52:00,0
1677,5688,40,85.28,2023-02-20 12:15:00,0
1678,5522,153,41.31,2023-01-26 16:06:00,0
1679,5658,57,16.22,2023-06-27 12:01:00,0
1680,5007,116,54.8,2023-10-19 18:32:00,0
1681,5643,287,27.0,2023-06-14 15:19:00,1
1682,5331,208,23.05,2023-10-29 19:29:00,0
1683,5410,33,4.37,2023-10-15 19:01:00,0
1684,5503,65,0.68,2023-02-16 01:20:00,0
1685,5063,184,104.39,2023-07-22 15:22:00,0
1686,5365,254,37.58,2023-01-31 14:50:00,0
1687,5794,105,23.0,2023-04-16 00:18:00,1
1688,5146,183,1.74,2023-01-23 03:07:00,0
1689,5131,251,79.99,2023-06-02 17:11:00,0
1690,5671,123,1.9,2023-08-01 03:01:00,0
1691,5431,61,5.0,2023-12-12 00:28:00,1
1692,5195,290,16.03,2023-10-02 00:10:00,0
1693,5150,273,10.11,2023-07-07 04:04:00,0
1694,5003,88,10.82,2023-03-23 02:35:00,0
1695,5513,269,9.94,2023-09-22 23:14:00,0
1696,5131,206,9.41,2023-09-21 11:35:00,0
1697,5245,150,78.7,2023-04-12 07:20:00,0
1698,5602,94,11.99,2023-11-04 09:58:00,0
1699,5722,26,5.9,2023-11-05 12:36:00,0
1700,5733,13,1.92,2023-03-24 16:38:00,0
1701,5259,127,4.93,2023-08-18 10:21:00,0
1702,5158,97,62.4,2023-04-06 04:45:00,0
1703,5026,203,36.85,2023-05-24 23:11:00,0
1704,5435,36,19.01,2023-11-13 16:09:00,0
1705,5067,84,32.58,2023-10-10 14:09:00,0
1706,5204,71,5.75,2023-07-11 06:42:00,0
1707,5071,58,37.65,2023-07-16 18:36:00,0
1708,5611,116,6.79,2023-01-02 08:30:00,0
1709,5553,31,18.23,2023-04-29 14:20:00,0
1710,5222,190,1.59,2023-05-03 15:51:00,0
1711,5251,53,3.19,2023-05-14 23:54:00,0
1712,5358,103,94.83,2023-04-16 12:20:00,0
1713,5448,155,93.0,2023-03-03 06:03:00,1
1714,5546,52,2.01,2023-09-26 15:46:00,0
1715,5128,249,16.8,2023-05-22 00:02:00,0
1716,5009,112,37.62,2023-08-25 13:51:00,0
1717,5466,53,11.0,2023-02-20 02:47:00,1
1718,5600,50,28.0,2023-11-20 16:08:00,1
1719,5295,136,20.88,2023-12-18 20:48:00,0
1720,5199,157,32.49,2023-04-04 03:33:00,0
1721,5361,31,39.44,2023-03-26 19:07:00,0
1722,5621,242,2.0,2023-02-08 17:29:00,0
1723,5611,41,44.39,2023-11-26 08:21:00,0
1724,5321,66,7.71,2023-06-27 06:09:00,0
1725,5636,175,73.0,2023-12-13 10:53:00,1
1726,5739,102,6.51,2023-10-26 11:02:00,0
1727,5739,263,24.28,2023-06-03 10:55:00,0
1728,5341,106,14.97,2023-08-27 08:04:00,0
1729,5696,96,15.01,2023-10-18 23:33:00,0
1730,5337,100,14.0,2023-02-21 15:44:00,1
1731,5266,177,12.34,2023-05-15 05:03:00,0
1732,5103,165,9.0,2023-02-05 14:00:00,1
1733,5376,69,5.22,2023-07-15 12:02:00,0
1734,5312,177,13.19,2023-07-08 13:40:00,0
1735,5710,38,83.79,2023-05-14 23:10:00,0
1736,5159,90,16.95,2023-06-04 18:57:00,0
1737,5173,47,40.13,2023-11-30 22:45:00,0
1738,5322,101,7.78,2023-08-26 17:26:00,0
1739,5442,43,7.77,2023-02-10 04:26:00,0
1740,5577,43,44.0,2023-09-19 04:10:00,1
1741,5293,202,89.0,2023-07-14 18:27:00,1
1742,5368,237,23.01,2023-06-11 14:55:00,0
1743,5310,92,26.78,2023-12-12 13:57:00,0
1744,5302,141,44.47,2023-03-01 16:37:00,0
1745,5668,137,6.0,2023-10-17 18:34:00,0
1746,5087,122,71.83,2023-06-23 12:45:00,0
1747,5339,127,34.46,2023-12-10 07:46:00,0
1748,5071,109,34.41,2023-09-29 19:48:00,0
1749,5484,145,10.77,2023-06-05 11:50:00,0
1750,5279,36,11.43,2023-01-24 19:56:00,0
1751,5453,274,4.52,2023-08-18 01:12:00,0
1752,5093,24,5.71,2023-07-05 07:36:00,0
1753,5481,187,4.49,2023-06-13 06:02:00,0
1754,5170,164,47.02,2023-11-15 15:41:00,0
1755,5049,13,7.13,2023-07-14 22:36:00,0
1756,5017,56,1.43,2023-10-31 04:02:00,0
1757,5444,55,32.07,2023-06-07 07:03:00,0
1758,5609,3,29.81,2023-05-11 00:18:00,0
1759,5165,286,14.16,2023-08-07 03:09:00,0
1760,5539,46,34.96,2023-06-29 20:13:00,0
1761,5479,194,39.38,2023-10-11 03:07:00,0
1762,5710,250,11.82,2023-01-24 12:17:00,0
1763,5013,50,4.29,2023-03-07 14:18:00,0
1764,5788,148,1.73,2023-03-19 02:38:00,0
1765,5277,107,6.23,2023-05-02 12:53:00,0
1766,5031,149,12.02,2023-08-13 09:50:00,0
1767,5591,4,4.06,2023-11-17 13:31:00,0
1768,5178,275,34.02,2023-12-28 04:06:00,0
1769,5208,183,16.3,2023-03-13 04:47:00,0
1770,5005,50,4.14,2023-06-04 22:36:00,0
1771,5237,177,1.91,2023-04-16 21:15:00,0
1772,5468,222,37.0,2023-07-12 14:04:00,1
1773,5570,137,18.19,2023-04-13 08:55:00,0
1774,5643,297,1.71,2023-04-07 20:55:00,0
1775,5708,167,4.32,2023-08-17 12:45:00,0
1776,5651,9,11.3,2023-01-15 01:18:00,0
1777,5690,221,45.19,2023-09-02 01:35:00,0
1778,5688,95,4.67,2023-07-18 10:50:00,0
1779,5223,176,55.35,2023-07-05 21:38:00,0
1780,5067,287,1.53,2023-12-31 21:27:00,0
1781,5540,213,11.96,2023-09-06 14:37:00,0
1782,5783,124,106.0,2023-12-17 02:07:00,1
1783,5351,244,5.14,2023-10-18 10:12:00,0
1784,5077,237,1.35,2023-01-13 01:57:00,0
1785,5695,247,4.17,2023-01-13 12:22:00,0
1786,5156,57,6.01,2023-09-02 14:12:00,0
1787,5540,152,45.2,2023-04-14 04:26:00,0
1788,5419,229,56.25,2023-03-20 07:31:00,0
1789,5549,248,6.97,2023-04-12 08:38:00,0
1790,5456,124,101.0,2023-04-06 15:11:00,1
1791,5029,274,12.0,2023-07-13 15:30:00,1
1792,5598,93,5.22,2023-04-28 15:30:00,0
