edad,meses_inscrito,visitas_mes,gasto_mensual,clases_dirigidas,uso_piscina,indice_fitness
48,17,18,18.905594419732175,11,8,67.46362027481246
27,35,15,43.284979814501895,6,3,58.16488438969594
36,18,18,59.822027148641205,15,8,34.62390029350103
49,40,2,15.0,12,1,62.96525726666978
18,22,10,63.513132369311855,2,12,31.651778927348488
22,57,23,40.04665310015702,14,10,37.649059312496675
62,24,13,44.59252699310091,2,4,39.74884312967878
21,58,18,37.463703297921874,6,10,85.86776299410252
33,19,15,19.30144676177011,17,1,21.60579934191523
41,37,12,33.255162385556396,13,10,23.08209150771582
33,39,15,76.46115102674227,17,0,60.66643439588564
19,21,13,28.559317556198227,18,12,57.09605773213335
66,8,18,21.171864574116746,13,13,45.60132764146521
45,28,15,47.11936541110654,19,4,55.27650382571607
49,5,23,43.71335227241526,5,1,33.70919793150177
44,17,11,40.15005313806528,7,13,56.84253224671807
37,37,19,45.21671915028384,6,12,59.19179024502631
41,36,3,54.66303916044235,19,6,79.29400236610769
29,54,7,36.192546003220286,17,7,93.14560342502867
67,19,21,47.91615312423925,17,1,49.647682695857995
52,27,14,60.35811993195006,14,6,29.533745995884786
50,53,14,30.070669998678078,19,3,62.699487508679745
50,34,22,15.0,18,0,52.323864477700326
68,11,13,55.06212738143874,1,10,51.43827544778697
60,54,12,82.5444386340446,7,14,22.778530913430316
54,45,24,44.889680195267765,10,2,56.97231085738237
29,47,9,48.02898301598935,17,10,63.45717983971427
20,12,1,40.56287350359014,12,11,74.86809558685881
18,54,19,68.82091262265388,8,0,44.89027727630083
50,21,11,43.833646005827,8,4,38.49234525577583
57,54,23,42.201537599775975,16,14,44.73064270776531
27,11,22,58.662957214038045,6,12,73.67358543289954
60,39,23,37.73590556704767,8,7,82.72216471663577
61,28,24,25.729594483862186,0,0,77.41980639479607
46,5,22,58.23450569318541,1,13,67.95377396519599
30,17,19,36.126791884917814,3,8,54.35638702629486
29,56,18,30.368099584859806,13,2,57.4746991805951
48,20,12,76.5007223785978,3,4,60.39082956142683
63,41,23,42.32104795165932,1,8,49.95764979045097
19,46,1,52.41339123445999,7,4,72.78361921010953
68,58,19,45.44292361511665,17,8,21.94461040513908
67,12,20,31.70520764444507,18,9,25.645523973431885
52,6,17,55.341504300328836,13,7,21.9094129389197
40,17,5,49.71868475680087,19,6,38.95617306783649
34,51,3,35.10930252540101,9,10,81.9238278031365
43,19,2,51.49785506784508,16,0,31.220873223635234
25,26,3,37.28534858804997,7,3,31.95720138519632
46,48,8,28.432569598372048,13,8,38.492652719568525
43,44,16,26.91499118471815,7,9,77.15027285970285
27,44,6,49.050879314444686,4,7,83.70575731037043
43,52,13,39.25903605107334,15,3,75.30111890963553
51,32,23,67.52556028565942,7,11,76.54085088644186
68,6,22,44.35562829993065,9,0,88.03804249696242
58,55,22,33.22195059819627,7,9,19.07002978765299
24,58,16,47.36726457965868,8,3,30.50224173780879
21,36,16,25.585990176380903,17,14,40.98529679308097
67,38,3,43.738031392129464,2,2,57.07456531364382
62,11,13,49.78750164717413,16,5,57.0097609285284
28,33,14,47.93508461452958,19,10,57.32177336623528
46,24,8,64.54199895779638,14,4,71.68438469849069
53,23,12,83.96275688766676,16,4,16.643069428980688
42,15,23,55.07096057011927,7,1,52.19336042235327
38,27,23,62.6819449167828,1,11,60.31218405825562
53,11,22,83.1519398948586,16,2,48.48988264384796
27,57,21,29.90661228275286,17,10,58.78272840826146
54,51,8,46.959411131625124,4,5,75.44422285378337
26,50,21,37.83005201870012,8,1,56.24443699980731
41,17,9,57.63986565391608,8,14,97.75569880983893
52,51,1,49.074283792149316,1,3,74.017744676851
66,53,6,32.72351520144099,1,1,60.32253078934918
52,14,23,45.16421724520567,18,8,65.07460178929095
65,27,19,60.703841094838275,2,2,69.8663667984329
53,18,23,25.444130534624005,16,9,88.70843867138106
35,28,11,33.03983166541531,13,9,78.48578152619763
66,51,11,30.790873724372872,13,5,65.28411510432565
56,47,23,49.895948332303654,13,14,40.42692587228584
49,47,13,63.6077411942244,5,0,63.29855171605626
41,4,11,15.0,2,12,66.57869866788467
40,7,18,46.41597845217875,0,10,70.55705884064955
49,45,23,31.136689240872236,15,13,40.32201266335822
54,35,15,60.08104162244976,3,14,69.7614293542469
29,48,1,41.445475866431195,0,14,71.01024079799708
66,9,21,46.96010908616096,16,9,30.802679917437526
30,8,7,44.9799450719691,17,2,30.971372878336222
40,52,23,61.863282047847676,7,7,77.3603073758583
42,45,13,75.72947296196674,1,4,37.896649773933795
52,17,12,27.980020051778382,17,7,85.75470563790036
58,17,18,30.711658230080218,15,14,49.42124329111478
47,49,24,49.82246853832061,9,1,62.697396955354286
34,33,19,32.75396477547122,7,6,61.72592456654619
66,32,15,59.00375655600411,11,8,40.71060810697997
37,8,8,61.411761886265054,15,6,82.80912660060326
65,19,19,36.80135531630313,11,2,49.44048402269077
42,38,10,33.54694100037787,10,6,56.17577641378662
39,3,7,40.87831467520921,19,14,15.35668791718986
30,59,18,46.56027320944528,18,7,28.272190183039566
36,5,16,49.722557848427876,0,13,77.54257569131919
66,13,20,15.0,2,0,54.88935331016809
53,47,6,30.488167217248222,11,12,43.28867183522565
29,46,9,38.93850976694124,8,12,43.61012883801923
58,31,21,33.0451600237967,4,2,65.97173951333993
36,55,13,15.0,0,4,80.20742176127686
29,16,21,16.674413019679594,9,11,43.7653727506261
26,50,8,25.419622116234496,16,5,76.91723595370418
24,32,16,43.270736987201715,3,2,51.79848674323438
45,22,13,38.45696709778036,14,14,65.01299113075018
31,29,13,35.52646376207138,18,3,19.499222832103364
48,22,17,56.94772441189261,7,4,22.92645836433792
69,43,23,56.94200497385643,14,14,71.40171496717826
36,3,20,47.24877980222811,6,2,60.49885880537167
64,54,5,46.80180424077987,14,3,63.07354396716286
33,10,22,32.15009173599883,7,4,33.424619010717684
22,42,21,33.94511504015208,9,1,46.555301493630395
52,21,17,19.38525925312173,17,9,21.555040223000425
29,16,9,41.23872852332504,3,8,38.05103630201135
42,12,2,56.78611934566795,14,9,54.54276127747441
69,2,18,65.3149484516184,10,7,61.556540150567656
38,41,9,41.32830213141805,2,11,40.74140372450991
53,24,6,52.37503248014536,14,5,66.04307068766555
40,35,11,15.0,2,9,54.234394685617374
33,56,6,38.50607519402364,14,10,50.481403728944315
56,30,6,38.15456429800105,5,2,56.67262405178391
62,57,13,67.36752471338075,0,10,96.99238451900328
59,30,11,50.89400191382127,13,1,51.779863119907965
56,47,14,52.41383134320911,15,6,74.04487185777813
31,35,2,51.634924664984894,0,7,65.92570555423184
48,19,8,45.68164098498332,16,9,50.03681244009802
22,50,3,67.98547996273695,7,0,23.994277007173537
52,8,23,15.0,17,13,42.45545514448795
40,26,21,47.19315613073127,15,14,56.52766987006927
46,49,3,61.947042774593456,5,5,52.904464471897796
60,40,1,16.629098202110274,9,6,80.93266346348274
28,7,24,57.56876780658453,9,14,40.32996583598407
35,30,19,33.58255138102025,4,12,52.063772633498196
64,7,18,46.647238932630614,11,8,65.7272891374378
29,3,17,33.294609285818595,19,11,49.43727079351233
26,1,20,59.38727514823533,16,2,74.47347013267994
27,36,24,40.674571781646506,13,1,33.24864657047499
61,25,13,57.68695284535818,13,4,24.6046564384454
34,37,3,51.52994754396512,2,12,49.27158810034884
55,1,1,33.09311273911742,11,14,53.57926317574436
24,15,4,52.527887855932875,19,9,59.362017608920695
63,37,13,35.04646412980902,17,0,57.76909365951987
30,13,17,45.961921407599604,11,12,46.832073409279054
57,40,11,40.401084577653,1,5,24.840644412584886
59,8,2,58.4986779958316,1,8,52.625824547725564
26,5,16,53.10483406106127,16,9,34.21510756204465
67,9,2,44.53917677092886,9,14,56.41112371757636
44,1,19,34.71432334266508,17,8,32.84014949779694
19,36,23,25.965127652539227,18,6,62.5842022212514
22,35,19,47.034846289360466,0,13,88.35823841934922
46,2,16,35.51563660272362,3,10,40.48056453658811
54,40,22,16.83005763639262,3,6,29.69790483654195
55,23,19,25.049571885056242,1,14,77.89020259369325
36,9,9,69.38812958312576,18,7,90.34001755180833
25,34,1,35.10035422515832,11,9,30.088386447226494
65,46,10,61.23244166265602,9,13,53.16934866479723
62,14,19,39.65025409202579,12,1,64.73513083458478
18,4,1,63.5936645274122,19,13,49.79486624757356
39,30,2,62.50746026211567,14,5,19.96777385389771
69,31,16,32.61456859649014,2,4,27.54176619888812
34,38,12,15.180364997885924,19,4,29.644135894424938
24,11,8,16.450192844545196,12,12,34.19791795555771
42,35,23,32.870077440664396,7,2,56.73702490514883
62,8,18,73.34451638336313,6,2,76.95459682468267
21,3,2,38.841568876161915,7,5,27.850777287384304
53,14,13,47.17865925110182,17,11,39.28178812158794
23,13,6,64.55005299305085,8,9,32.80078728584927
48,45,21,46.65482044667532,5,12,60.76827897118973
36,32,6,46.13836557781162,3,9,38.561516761165294
61,34,9,54.3399479091772,14,6,34.785588330468
56,45,16,49.33454633264981,4,13,23.05876810556755
44,19,11,43.50799342494773,4,0,82.1943161819286
27,59,7,34.178259852038366,6,13,98.79124350562142
43,38,10,46.17733336298184,8,2,56.68346734057048
36,16,10,61.415996956247106,6,11,84.71190645929295
56,2,20,71.73006880498082,8,0,43.661776544984214
20,40,18,49.38414962353365,19,9,54.982057405672066
62,17,24,56.32741702643959,9,2,68.02546396452556
30,55,20,49.04596060744218,3,4,39.96465119794287
67,34,9,43.690059533945956,5,8,51.810972841297655
45,42,15,52.713856179190266,13,2,49.34231001381248
37,16,4,62.83999251468727,8,9,63.75477144093587
45,38,8,31.70457245971282,0,13,56.2412572939723
25,2,9,23.229049465306367,16,9,40.451889308084574
58,2,13,37.004876255453006,12,8,48.98218678353626
56,26,9,48.174929149495554,6,0,77.29487175222211
18,13,4,58.04807426431847,8,5,65.97711000332441
20,56,17,30.157382627167678,10,8,64.23691925889901
30,47,16,15.0,2,11,100.0
45,31,15,37.358270149934754,11,4,32.3810006758345
66,34,3,42.09128661512646,2,10,69.19518672597552
42,39,20,27.56589774882843,14,13,56.09607455834339
50,3,5,33.65863606774032,9,9,61.876329546954096
55,8,23,58.009251151304966,0,1,58.64565091060324
23,23,5,46.171801043941485,13,4,40.969885332672874
61,14,20,50.18433177913977,19,0,34.298972685496985
62,56,15,39.664766525841785,5,8,54.99664431404596
49,55,18,33.68834383562511,1,9,39.35649780553606
62,27,15,39.55652655863784,7,12,47.60789877529052
64,54,2,52.48320291269538,0,9,70.96320510514956
38,29,13,22.63019682988175,3,8,30.462308130960803
33,39,4,69.75255389748017,3,5,51.16575741010476
38,53,10,53.62287743523604,4,10,76.09032085982729
28,39,13,36.961798435639274,19,8,44.85649929194382
54,1,10,57.20110676829751,8,13,84.38910443630076
53,17,9,63.33523600609662,12,2,23.98411670820458
52,41,8,40.044929255963424,17,14,91.38769081098681
36,30,3,41.75122815352408,16,3,55.359668050331514
37,53,16,67.40211320209508,0,12,28.427207032238147
35,13,14,76.78462720377148,14,5,71.66355282278879
64,21,9,45.44153486352161,1,3,63.616702318530486
58,19,21,27.626784793665387,15,0,82.64295566701368
66,53,11,37.94096767613162,19,6,24.279181389908715
31,19,3,60.495236167038016,4,4,33.077669228051434
32,57,5,29.54677055979308,18,13,70.40103561481395
48,25,10,41.875752003614714,4,14,100.0
18,22,13,49.388773221474445,1,7,66.50497365820726
20,31,4,31.15927970388499,6,8,69.60173566876803
33,17,24,61.446518428141154,2,4,39.774709455717655
40,55,13,55.40951272806562,16,7,51.363003258817876
28,23,12,75.14318864287938,2,12,42.60331005544858
29,32,5,56.721913437866576,12,0,65.04685456887448
27,10,10,30.586655466509423,6,0,73.59051296791294
49,10,24,52.955535913637874,2,6,58.714335670008595
33,36,9,59.82032510273784,14,14,70.90878725409824
25,8,20,60.5921822118802,17,5,54.425097840964185
55,54,7,33.34736778163896,9,4,81.49310721870194
29,52,2,31.554934464667873,6,13,37.76898434214307
41,20,22,27.905443213364826,8,14,83.31872630257888
45,32,24,69.070979912083,4,4,40.67714229046871
25,50,23,54.343182357630575,19,13,55.32773836959272
45,14,7,32.68172063686934,7,8,31.114179167173177
53,50,8,46.90783408135681,13,0,65.1193684102986
43,28,7,43.14469029898464,3,7,57.62970137054733
25,46,21,30.411277965514756,19,1,69.7729279009403
67,52,23,45.542759159349046,13,6,20.32425846912264
45,53,14,47.860429315806584,11,5,57.67710240740175
45,24,19,73.96879641977849,1,9,63.0696147969464
54,15,5,35.164687113505906,12,1,35.22841484290737
58,22,23,19.359010137069927,0,11,65.66031871931634
53,30,18,29.26569396966034,19,12,10.0
44,4,20,31.610288648516665,6,2,52.44549318012423
34,13,12,38.59609235950657,8,3,83.24991946507586
26,59,23,29.302444063092864,16,6,52.2726260070834
50,23,17,57.3318300872841,12,7,40.618708724400534
37,8,13,28.259508554857803,9,12,53.70707953429555
30,18,2,45.300269524488456,15,10,56.98109754590841
45,12,13,75.00288275283262,5,1,72.9270708525101
65,55,7,53.30352407645436,15,7,57.597739850485326
46,31,10,51.76135517568539,10,10,70.24059634372674
30,14,23,72.8597430111774,19,8,56.841048483236264
63,34,6,63.6847434635546,2,6,40.01362783123534
52,18,3,53.47686551028905,8,0,26.96288134916195
23,56,3,40.339097250832964,14,5,62.43366428572879
35,34,18,44.6596668781531,12,7,10.0
68,11,11,43.9304419850069,9,4,19.69596309753865
22,41,22,38.97861678641837,19,11,27.039308974881063
64,12,20,48.18054767824387,12,14,69.29244401676075
42,49,5,50.26121545571484,16,1,25.20414389998823
19,15,19,26.330572992626614,6,14,64.40275353792605
27,57,22,69.48063749943448,5,4,34.36045283671158
47,31,19,51.14696269609922,12,7,52.07033652980425
67,49,15,41.058255570740734,16,1,53.74792951917241
62,58,16,48.31763968094186,14,0,51.77095130464375
22,29,24,58.955533367379005,3,14,42.067006282023115
50,26,9,22.999703811211614,14,3,23.67253312917618
18,18,4,43.424089102796316,13,3,55.53665474629591
35,32,15,27.212163377065007,10,8,66.15308282565637
49,22,12,84.85505731463431,3,2,68.58415060464371
64,38,23,47.07279071652922,2,3,56.63577600905144
66,17,3,27.333815286007404,1,2,60.152064094907175
28,23,23,98.9920017104609,19,1,39.57783476592742
38,24,14,36.959721318294164,9,3,63.9893939031825
43,50,17,41.863801228856886,12,13,63.253373042870166
42,8,19,42.94802640021956,19,7,49.04394520933381
39,41,6,32.28070415146447,17,0,55.961688968688286
44,6,4,48.71028026244214,15,7,54.464089683870576
66,5,7,15.0,10,7,64.13084619658063
30,44,19,61.28847574315937,9,14,24.123446078356253
50,57,17,28.082926938941693,8,2,23.725827240461935
51,29,16,38.77017716534532,11,13,24.763838849416096
58,28,15,56.27279510529244,18,9,46.104675346877606
52,11,22,41.93308472540827,0,9,64.10614950605223
18,57,8,42.5467837935356,17,11,10.080218546273358
38,1,19,29.818838359053437,13,11,56.880131897745606
65,43,8,76.43472326205675,0,5,78.8750061630067
23,19,18,52.97223573309885,16,12,60.46301174996403
45,9,16,28.7582257759625,10,12,14.622165283747712
34,27,20,47.67273669086777,19,3,65.42132659995882
22,34,19,27.69798008023035,14,12,59.84562545885421
48,44,10,70.83621440984174,3,0,48.147264975354
22,4,17,47.99456941062819,14,13,58.63554439739346
55,36,13,30.366802081394,13,0,27.082694431504027
20,18,13,55.46386103435875,0,4,56.019773961587774
40,15,7,40.8288649192753,8,11,64.5718474089374
54,51,10,25.676570167162787,6,7,41.14147664461238
54,13,2,50.71569500850315,10,0,45.58349210850549
27,19,4,50.29262751206841,1,1,43.647503706403754
27,49,6,62.06600448851097,1,6,45.49434368575396
36,6,24,45.96755335376697,5,7,38.39710738089765
34,48,18,46.605904304378264,18,11,39.587331313920856
38,56,23,47.40199554817776,19,13,65.32181118211237
31,12,6,68.92924491760544,13,2,20.14612682413079
26,51,23,40.34889715088894,2,10,58.659819692779706
63,37,17,52.04182453208597,6,11,65.28291247381014
18,17,14,54.25118178023418,6,12,27.945988680275594
68,58,24,50.246647788461395,3,7,53.46878252765281
62,23,11,39.78143090910644,4,0,36.66920315085956
30,26,19,46.80906010961255,16,8,77.72655858888261
21,29,2,43.59513357850724,3,11,50.887392919096314
18,33,3,74.38815540167705,12,1,84.46236264593684
66,27,11,38.13354321853041,15,13,81.44554792366407
57,25,6,31.311322106216576,15,12,61.14658332562749
49,56,14,44.90697462850387,1,1,97.85415262964837
51,55,19,43.84952703856991,17,3,23.51041451370971
45,10,16,47.95265280252945,0,11,83.90834479158234
48,47,21,38.138300966980026,17,9,49.63851181877343
25,23,22,46.65560219899315,7,2,52.466238779884414
56,21,24,46.94410558456817,10,3,45.77540745345676
43,21,7,58.589845340400075,14,5,25.998969169701198
51,43,8,46.39509575563728,15,6,66.39193028029672
20,13,19,46.537125459473835,16,4,30.185672117915075
67,37,20,52.74519569562776,16,1,43.18003062457289
29,33,16,58.014825947722755,11,2,44.06535180809484
18,24,22,30.244863185601318,9,9,74.91153102425795
61,44,7,26.215191601997677,19,10,53.526468278624094
22,11,9,70.43219444075717,5,2,10.0
47,17,13,55.56113156892237,7,13,37.01925451407354
47,4,1,41.709200455058955,12,4,23.757046972187602
34,47,8,45.29552904949696,1,11,65.04964164755803
65,25,24,39.1115746000526,18,10,31.342153946179707
64,30,22,48.16921086662328,9,11,42.88328926029581
40,9,4,30.42244215892968,3,4,90.00673418945706
32,21,3,57.602504776348894,11,3,67.73552078658226
54,20,3,47.631800979427524,17,7,31.708261039231488
38,19,22,48.17440644050027,6,5,71.50096826045532
31,19,13,31.59086425982217,19,5,40.643368895779936
19,12,8,52.86400645158953,3,0,71.4509994915195
28,37,7,31.935425352809382,6,5,46.753360466018876
68,42,1,34.61773710136821,9,2,35.799450296304165
56,17,16,46.31432885162627,14,12,33.93062920009271
55,37,6,82.60997849423478,11,5,60.75256123191118
51,54,7,47.57199200032214,0,9,73.2604253262648
55,48,12,15.0,19,12,62.44800885878871
67,39,23,35.362479249588745,17,10,46.34718660140827
51,28,9,55.255936683308605,15,12,19.053124635935553
35,41,11,28.07308582523814,4,5,42.212984050424076
47,35,10,57.4665366171849,18,1,29.959332435193197
32,47,21,47.382308621475445,3,0,82.37138686510336
44,48,1,59.86990788886164,5,10,47.03032285077813
68,18,18,36.61718836123504,16,14,61.007602197186955
51,14,4,35.44824127600926,6,2,48.126872411811746
69,35,5,53.474777374267674,6,4,63.59370994315602
55,44,9,44.88707437541761,8,14,69.36348045876731
50,41,17,43.97965782320588,12,14,100.0
41,7,3,68.53454803423594,19,3,45.88149026763345
32,41,16,54.06211390592678,13,6,75.86211269418403
47,13,5,15.151155499564084,15,3,60.558340905892905
59,18,16,56.98602183774581,8,7,43.437526737908044
68,37,3,55.48453200622683,14,6,44.8651196253595
34,13,20,62.77366930835149,4,9,64.41804859979047
22,36,15,30.904523706397363,17,8,49.06795534093456
46,31,3,49.872087378151846,19,0,57.098707472267925
21,2,20,46.67445031864772,7,14,68.29291178793767
27,16,14,30.635522287803703,14,4,100.0
34,9,16,59.20149851859871,8,12,55.64968863371783
27,9,17,41.376810010359264,18,3,32.4365313582998
34,38,24,62.290985868785015,5,5,62.95978604928519
37,11,20,33.85711822398786,3,0,45.319413261817225
41,54,23,23.09121793800907,10,5,92.87216068857381
22,56,18,41.36150726953283,9,0,45.05774085655155
51,22,18,48.47869773843671,2,13,55.36794134279199
23,33,22,36.98706109171632,0,13,67.45827819398384
19,36,14,15.0,11,0,64.82601484287984
30,45,18,50.75473717378155,14,7,82.80385020444805
60,23,15,50.68471035783038,14,1,68.34967218864503
60,45,15,55.30750917811449,13,9,100.0
65,45,6,39.29261346673834,6,12,63.989849994228564
28,34,15,38.47422401427139,16,13,80.98207128108865
68,9,18,66.60482659202236,18,5,45.614980580814276
64,24,4,21.36892971267426,6,13,94.4964718576847
40,8,23,41.293233094985396,2,5,48.0460789480086
33,7,8,47.134527691977084,2,5,84.72066742665675
48,36,15,54.090327450213614,17,7,72.83837465828692
28,18,3,47.54650773606478,19,3,56.333389171413714
33,3,15,31.170110423076615,13,2,84.91342352804435
25,28,13,62.514209220312814,2,5,54.76023214438514
21,6,9,45.02861118415361,6,3,82.36771596830587
57,44,2,19.979959402629536,6,1,62.5609871824956
21,44,24,48.13764976160091,4,5,47.45567073946026
42,21,8,52.12915306832196,2,9,61.40536009860425
20,28,20,74.41115930097172,17,4,55.68207259774475
49,40,17,51.13127023305438,14,10,46.14966767695519
20,54,13,22.76961641977317,19,8,59.65971640222068
44,54,1,23.29648063787465,13,10,63.0737341034855
46,1,2,63.88064187297401,3,5,10.0
49,36,15,32.95795479976291,7,13,65.02727170871117
67,21,12,21.756284037822603,12,2,69.82209593383489
68,43,14,60.00766301637648,7,10,84.03291484793799
36,35,2,37.86396281677994,14,4,30.279987547582184
38,13,18,59.205209462394116,16,14,34.64992068225902
22,57,22,31.279207420058828,4,9,59.185463286016855
35,49,7,67.1071850049882,19,7,40.741481028348375
45,54,23,58.080955603999136,3,8,31.20482510391769
59,54,6,34.1597195009798,10,7,46.73188729243161
39,10,14,20.094142996580384,17,14,47.8035979259424
38,53,8,79.57745788131211,9,2,34.687007504108934
23,44,22,41.84688447010281,16,8,34.553590636392286
18,47,2,33.559025293864245,14,2,52.57362426381004
22,53,17,65.79462403244248,5,7,26.02744815020798
58,10,5,59.18639780118661,15,9,25.705642419650168
29,46,14,62.741948149688696,14,8,56.43017703290908
43,13,24,43.52237583723403,7,6,85.11286347175957
63,37,20,73.21582035485437,8,3,69.6608266975783
51,38,21,25.340727291729575,10,9,79.45237281050964
66,24,21,36.71925717663718,1,14,18.89879469729837
31,2,22,50.848181335723254,12,8,26.827984700144725
43,22,3,62.5216701635567,3,2,55.213003666794464
62,17,5,54.91738530787244,8,14,71.72444071245768
44,36,16,43.75701396229813,4,2,67.76087744993394
26,14,18,37.87278199140781,18,1,28.11669728838917
43,10,17,62.60266287539032,2,9,77.71414049952918
64,35,11,56.465940199155455,2,14,53.37302576177625
39,25,17,31.882143109634036,5,2,70.55455464725041
64,3,16,31.435959029054594,9,0,42.898448849403565
47,47,23,36.81767768340727,4,14,24.125246253597446
60,38,2,34.89357201570938,2,3,71.91690309453055
65,17,4,60.447613688197016,6,7,64.39293771600649
34,12,21,51.53598483327026,17,4,30.08751300827378
43,54,7,53.36680860604647,7,1,41.63654565616891
53,52,2,47.87504455195164,0,2,68.72174252228393
18,24,6,48.58156073006032,3,0,59.12071216212816
25,29,17,21.27273876989533,6,1,65.03384342620292
66,43,7,56.91275486527153,13,0,44.512932215851926
52,25,5,36.54777779112836,12,1,83.46253830203159
69,36,5,44.502670004250106,9,2,52.77699099671236
32,58,20,37.902406167969986,17,0,10.0
64,26,16,47.18807347727513,0,10,57.138778797768396
39,38,19,53.59640890865994,3,8,67.09885454339083
31,1,9,29.867174512150065,15,9,60.941534130031556
43,20,5,48.791238363660035,15,4,46.46727790893089
45,55,8,38.26496131869215,17,7,15.925626568778675
40,28,9,64.82188163814006,7,4,42.000543959720986
31,16,5,28.28061895530558,9,7,43.88897723230115
41,47,10,29.96225595653919,15,6,41.81617998610776
19,17,2,39.606446729447846,10,11,67.23927308815189
62,40,9,31.11534427479242,5,3,48.33153913198368
43,28,11,41.634284805196316,0,14,82.63350211138189
31,58,4,37.0817174082643,11,6,50.48880510611153
68,12,22,46.32618566552719,5,5,79.31768376267192
24,27,22,60.121080417362315,12,2,59.28929998867474
20,54,22,46.069194085264115,16,8,60.27623790659804
64,53,2,47.43531841224716,0,11,41.3427021566845
40,42,23,29.1401609578185,7,9,27.987324830819837
63,59,6,42.989106692773056,7,14,53.53346491579853
60,47,14,38.67368292585904,10,12,88.73693370504328
64,30,1,55.22461445460728,13,8,45.82605837182638
62,41,18,33.53149525195954,9,13,42.65259195265091
35,34,7,32.0901661123315,14,4,51.56160340885844
55,37,1,49.76143795721023,6,7,90.36375888085621
52,6,1,74.70154581559409,6,6,70.73873931455167
68,7,1,42.36077064038005,9,8,79.28525852415656
32,32,24,47.52312609345748,3,6,15.393216104957517
42,32,4,59.22032772532178,17,3,38.50738901622204
54,53,4,52.64855847922908,9,3,39.201316454363926
45,25,18,52.74719220573296,18,10,77.72175039472502
27,33,11,43.57211322122993,13,7,68.19760055333325
56,55,1,43.863972258326086,12,5,76.11781745218778
34,58,10,33.672771934102066,14,8,17.48824001384746
56,7,9,52.295598814520744,15,13,77.20676008325663
39,52,23,51.95331644997964,1,9,68.18652779274757
43,57,4,55.75746791540704,3,13,36.518123059316295
61,12,6,37.67843294169982,17,6,51.06149547041638
42,16,16,57.45201599067909,16,6,37.12827644575668
34,16,2,62.000021822219054,9,3,53.06782570780248
30,43,23,26.790628225856093,8,2,63.98710983922709
37,53,18,40.54691130963891,14,7,83.08439136301772
42,36,10,62.62535372941257,11,6,36.21161293262073
21,13,24,35.25666450220672,8,3,45.61567503595482
27,7,24,52.9314379077501,13,12,32.94141557438519
20,36,17,45.12864003003647,12,3,70.3312680262692
58,47,13,49.96318982135263,5,0,23.488369845112015
62,51,24,45.58584454038317,18,10,58.540277248221095
35,9,18,56.192564768464074,3,6,30.484240208966213
64,32,22,29.677242962041827,19,0,55.91623869802538
53,11,13,31.3001513381657,16,9,78.11823451888463
64,8,17,66.96770325400286,18,9,44.77474471750625
39,33,5,76.50544919977978,2,3,59.41740081598778
51,23,11,44.91870842060457,13,10,37.13667578673691
64,25,7,70.72899063227564,16,13,52.75138359130643
25,56,10,33.423380294797155,12,2,23.842008136611735
57,8,17,37.02621174771064,8,10,69.15431813594186
66,45,15,66.86231267618058,0,2,46.690718988394806
61,22,18,57.06159792935038,16,11,50.82341903106656
36,59,23,69.09640646898387,15,0,56.3840800647061
59,4,22,52.028336535885074,17,3,15.66511509231924
58,40,19,29.81180885228587,1,13,41.15535066448828
54,3,2,48.35366036254015,13,0,57.70481482506675
23,29,4,63.03003807702015,16,13,51.80160539728912
69,41,3,43.00897196030742,2,12,98.54690971586595
43,29,7,40.703497222414214,1,12,80.17435242108151
51,34,24,52.257801044461836,7,7,57.79190049549986
62,34,18,36.607406016822075,1,14,34.55001736544453
23,28,10,49.43250724670251,1,14,45.10131168963447
54,13,7,45.95252197007185,8,0,68.16269785382636
50,15,8,37.643783088773695,19,11,56.53242270035001
39,23,6,59.71105847801121,5,13,80.52208363971778
38,44,22,54.68981908426161,11,5,56.374068054480354
23,26,1,39.69494123570061,8,6,57.316682819092094
23,4,4,44.775581025898894,6,14,87.48424326824866
65,26,14,40.93086600228244,11,9,33.06871870533941
21,40,17,35.420285411355714,4,13,89.67715086836594
47,9,20,19.525954913894463,15,11,70.39265626094281
28,55,18,37.742583834658916,4,1,100.0
47,5,11,35.63958752526566,11,3,40.971352586591635
48,56,21,46.72336061753038,19,10,87.58807540220471
41,32,14,51.610482022923684,8,13,57.67743751331586
26,20,9,32.96722995295673,6,2,51.28831598795028
20,50,15,50.60246042590508,18,12,61.09804473602236
68,11,12,30.656313256999876,19,12,57.5042949222411
48,15,10,43.12061226542317,10,8,39.42168097419946
57,32,19,35.9637134900875,11,13,52.36724265695761
54,28,24,56.192604571185655,2,6,61.14213369345086
53,22,19,46.751596499918975,16,1,46.496887688365476
41,41,6,43.34748111252331,6,10,65.80882974605056
48,17,20,35.62125359827672,9,11,49.08315170270252
23,59,24,40.06738037435191,14,5,64.16690597007629
19,26,6,72.43591218489077,1,8,61.75432264461669
37,44,8,37.48373818916181,12,11,64.02664731423008
45,7,1,52.191103763947254,3,2,28.02572315583594
28,42,22,43.31030524668467,17,13,76.94165617443886
21,57,17,51.76237971861057,0,14,37.679228103740215
32,26,17,57.55463809039858,1,10,51.282932097196095
23,25,24,39.69032260018385,1,5,42.083191592559
66,10,15,55.64660139667684,3,13,56.42696940022241
47,59,7,86.34959215508758,2,2,52.77753252986022
55,45,19,53.513099912875575,16,2,68.02386213094361
68,19,22,69.20372196899694,13,3,55.87766074021886
19,11,23,52.215690001599214,1,8,47.166296436786745
