ingresos_mensuales,deuda_actual,historial_crediticio,edad,num_prestamos_previos,IMPAGO
1330.7709495056652,660.6986389268407,9,41,1,0
1112.3597884764542,1089.5570697267326,2,51,2,0
1531.7622324733957,380.0901013428032,2,24,0,0
400.0,1145.4185767673475,9,55,1,0
1294.2458232434265,832.5466482104349,3,54,1,0
1508.3460775547867,765.9120257557075,7,21,5,0
608.5655016880634,670.2073363059444,4,51,2,0
1657.5016172827716,525.4414145776652,6,59,2,0
1335.3985629977656,960.1594975421617,4,39,4,0
1033.8848344396795,642.1079609544141,7,22,1,0
1453.112746442514,9.879088923854283,1,67,4,0
2108.2771431217584,264.8440614878993,3,59,0,0
1272.746502023398,544.2462743421759,3,40,5,1
1299.2882345201344,692.9996949496665,1,32,0,1
1016.2556401839024,583.0234533300312,6,48,0,0
860.0622522140833,965.691236938099,9,26,2,0
1532.1343266176982,14.669440788412544,8,60,2,0
857.5664696364531,643.0763809515481,7,42,0,0
1228.626494887757,54.60623238385358,8,42,2,0
1008.9370212939533,827.9136886452505,6,66,5,0
1391.5919302985567,571.6623856673991,9,38,2,0
1333.4648421147792,725.8829916072355,3,26,4,1
1615.0159777031597,340.8351118230702,9,65,1,0
995.9934404581012,983.8394794973253,4,55,2,0
1092.0500258826514,912.5173992176553,7,39,0,0
808.4945136870771,775.0632909035663,9,60,1,0
1022.2826959695553,561.1448259409677,2,40,1,1
1350.9201972179408,773.9571855885397,2,66,0,1
1502.7954466581407,387.93222960379535,9,21,0,0
831.1338703289498,856.6666977062137,3,46,3,0
1547.842368042264,1094.8442682971763,9,32,2,0
1742.2551435219802,921.1831679937559,5,18,1,0
1365.3739612894803,381.1192590577772,6,47,4,0
1950.7183250232265,708.4251951819308,2,46,2,1
890.4843203585708,212.05753687240565,8,37,4,0
702.1381186754331,771.7170933527027,9,50,1,0
488.51190043828854,735.1810238587616,2,58,3,0
1798.4177245956732,39.055098140350765,6,61,0,0
1461.746262541623,251.46484682629085,6,53,2,0
1177.766131635818,515.0583309768699,8,39,3,0
1311.987450527928,509.7420758577521,5,30,0,0
749.8043810806494,237.15691937435844,9,24,4,0
2178.3007918467306,716.6936188056551,1,25,3,1
1251.688472790091,675.4420826821536,9,45,4,0
1243.7579178419571,541.7192604064442,7,62,0,0
1490.3066495594767,373.2625499524911,4,60,0,0
1392.4036926946853,914.612137924969,3,26,3,0
1289.5536097116526,1096.6221339264885,6,42,4,0
883.8102178218753,454.93155484603886,1,33,1,0
1388.5873428543982,416.3499248535538,3,27,4,1
1952.8097985900135,747.3622996235989,2,28,2,1
1738.168018461991,492.59118607590415,9,48,1,0
1837.2746506557587,558.1808398010297,3,29,2,0
995.513729427526,821.8959455174014,2,48,1,0
804.1580718965677,27.193173747812125,4,31,2,0
1149.6852319601408,995.4906974558007,2,68,3,0
1222.2899649154779,621.8041572988024,1,61,1,0
1637.6766073883794,476.5520566313459,6,49,2,0
523.0141481140722,573.2297537335653,8,67,4,0
1811.8201277842454,588.7288065061556,2,34,0,0
1136.7968405684041,80.63960896652236,9,52,4,0
1029.247572021032,1048.4814682359709,3,18,2,1
795.1582498959331,612.3976896811855,8,46,0,0
538.0573312536923,732.9006391342125,8,68,1,0
1529.2682335847658,885.4649311722128,3,21,1,0
1229.3271868753616,293.6512627319099,3,40,1,0
684.0156401035784,742.0415697105685,6,45,3,0
681.9684911745536,519.707672730362,1,33,1,0
1065.6861202839486,854.0312325649481,4,29,1,0
1867.608610115757,0.0,1,38,4,0
1096.163459454558,570.2717099276193,3,62,1,0
598.7428187527576,419.15380326481153,9,34,2,0
1101.7027743656222,729.6788851902467,5,57,2,0
1090.9105721009319,741.0132562104607,5,30,0,0
400.0,387.71223155339214,4,69,1,0
1178.282053392875,386.3478407471869,3,49,3,0
1107.6261879165288,566.8003894328011,5,54,3,0
1478.4825459253673,331.00733180543756,4,67,1,0
1939.582437978138,852.5951086356381,8,32,1,0
1650.626011819103,489.23783986576615,4,29,0,0
1092.4445237780678,0.0,8,66,0,0
757.3896365033319,487.5533830134582,6,32,2,0
2229.343921299944,288.4368537468083,5,51,8,0
1223.6873736057953,110.61725536171639,4,23,2,0
1205.5717167651785,228.77200853322825,4,34,4,0
1190.3499651559987,632.8225415498911,4,65,2,0
1279.233904307142,998.5922484744693,9,66,2,0
1142.255835230423,693.955342159494,4,37,3,0
970.5351972479054,418.0489835352781,9,26,3,0
981.2564235038432,736.7712585512108,6,22,2,0
1186.8986919136007,462.27290693430245,7,40,3,0
982.630091546494,391.61988925105663,3,50,1,0
914.8616869291343,253.69119953010465,8,55,6,0
1242.5720910767586,74.45135797448427,3,31,2,0
1098.009113031658,483.0228880321664,1,34,4,0
1801.5971954330753,647.4160469760395,5,36,3,0
400.0,571.0128989955331,2,50,1,1
1636.6027407689846,475.2099216157924,6,18,1,0
1698.4340769990517,316.27618179096567,9,30,0,0
400.0,782.4738575054905,1,63,0,1
1062.9249623678604,204.86042401602452,4,44,3,0
1051.4236536016833,832.8083741530427,1,23,2,1
636.9953221128715,299.3348943219826,1,23,4,0
888.8733249636499,374.26942879408955,8,50,5,0
755.7696618136686,159.96444281529688,2,47,2,0
1900.908177369449,449.579355934309,1,63,0,0
1574.2713572589844,892.5937375433937,8,52,8,0
1708.6220379976635,754.6884265331869,4,40,8,0
1488.668825617294,893.5266336084105,3,27,4,0
748.3792915131083,756.6427637801808,4,68,0,0
990.1918934880905,268.89905144088925,5,36,2,0
1395.7498244911671,500.7632327017328,1,68,1,0
711.1488764432219,365.9402612647612,1,45,0,0
1485.1993720689552,999.172471211712,3,40,1,0
1103.869840736746,240.96340607210652,6,21,2,0
1050.071676980161,868.1093068167332,1,37,2,0
1484.3839872813965,867.8861610326308,2,36,1,1
1377.705324594416,1148.886060514826,7,59,0,0
1055.613533672368,477.0940222111508,1,44,0,1
1663.7319213456992,813.6966478740486,7,51,4,0
767.5746689600411,1284.495550961653,4,21,1,0
1446.3742427777056,414.707496919891,6,55,1,0
1437.2405031873536,139.4879257402921,8,24,2,0
1076.181424274404,35.99698982767086,9,65,1,0
1330.4532088968472,813.8136086583994,6,24,2,0
699.5545694458788,35.05493758242483,9,67,1,0
1569.6108076827604,488.3042841186232,4,69,2,0
1126.0391454228043,731.1939561116882,6,43,4,0
990.9107917923842,655.5526610489742,8,43,3,0
1619.6036903347558,727.6334592552516,9,36,1,0
918.2625237828963,666.6869567402562,3,26,2,0
636.6154814545762,983.659743994018,2,37,2,0
577.3483305904385,314.3050857783609,6,59,0,0
1442.4039805382558,396.9014584624406,4,62,5,0
687.8282590014868,368.20216641875277,1,67,3,0
1901.9176727937459,849.057543558783,8,33,3,0
400.0,870.1195765185191,9,34,4,0
1878.5825473160153,735.3675957955525,9,39,5,0
1284.4069868810473,955.0481000669783,2,30,1,1
1161.314755251843,246.5877397870858,9,29,2,0
982.0323652764201,1100.167233465341,7,27,2,0
1359.6544457408284,1056.9715865136775,5,18,1,0
1184.9461190300606,820.6865991737241,7,49,4,0
1641.3207528066087,1134.539672631318,9,47,0,0
1245.691059464816,103.01303769666788,8,25,5,0
1260.1207045847511,442.6655591212044,6,38,0,0
1054.5551151144577,379.4089617954143,4,39,1,0
1177.221750511573,816.443797127203,1,35,2,0
1323.1207075568236,284.9577781193563,6,19,1,0
515.9326429373498,827.2485448012457,3,65,0,1
660.7258311577148,1011.160843199014,6,61,0,0
1497.305637609086,808.5608700251998,6,26,0,0
1268.3461752511766,685.1253070984503,4,20,1,0
1126.4066654589283,303.63799772977524,2,43,3,0
1207.3735732261573,345.9447101623906,9,38,5,0
1339.0326821446683,974.8856715889999,2,47,1,0
984.0961278762554,833.8047011715997,3,45,0,0
888.678109839075,588.2941441867367,1,53,0,1
1278.3381020390725,474.6271362702328,7,43,3,0
808.6508889539872,0.0,1,51,3,1
1363.3011022857888,278.74427439466837,9,25,3,0
518.9665583048638,1173.425726141917,1,27,1,0
1611.6622549302574,215.86332869925997,5,65,0,0
1389.0389929652172,656.8439463663242,7,60,1,0
1302.4118937255503,902.2331919585595,3,67,6,0
1593.0763935782056,223.52319959931225,9,31,2,0
1866.1897777850306,655.413142434325,8,57,3,0
1605.748026007252,881.3746612531966,3,32,1,0
463.6503074673419,603.7497965721751,5,34,2,0
688.1692133057194,1460.5209167000305,7,35,0,0
950.0725689217285,99.42022233654143,4,49,5,0
1210.4364200843336,917.6185589651636,5,55,1,0
1407.0636081876492,548.1594787810607,3,40,3,1
909.7024747386138,831.5760464510025,9,63,2,0
1274.7067057908314,732.3921455097737,9,40,2,0
897.846827058671,380.05314086700105,7,52,1,0
955.3928788032207,668.698917737802,2,56,2,0
637.3355612607111,42.62956458051383,7,32,0,0
830.7067015556383,780.9742501714181,7,41,2,0
659.3261577534665,689.4475397971577,5,45,1,0
809.6506988090669,791.5980505929307,9,33,0,0
1621.456718643136,917.4354975261451,3,33,6,0
820.2404444672228,710.2859520629132,4,57,2,0
2252.9528259349563,644.4268259394829,1,56,4,0
1397.3271603523558,335.6794990016123,6,23,0,0
1273.9344494779496,386.3337709052847,4,19,1,0
856.6568879275146,956.0203860531992,1,30,1,0
1480.1239517635966,1030.9006217117935,2,61,2,0
969.7448695048904,528.5668691063838,3,64,1,0
1248.8039258581446,613.8008241759823,9,26,1,0
2224.033815307518,328.6156875018702,8,51,1,0
1161.57604011014,951.8270535802335,7,34,2,0
1659.7093305142703,799.6250471075336,4,44,3,0
918.729429949645,1182.3652309391248,1,46,3,0
1186.0046038012154,336.50307684607833,8,54,0,0
1908.320254254204,486.59763029453484,4,60,7,0
949.2131768848931,669.4337767576717,3,39,2,1
1924.9794231987717,793.9468613177312,9,68,2,0
1483.1007741821902,535.2997087357103,4,41,2,0
975.0132896422929,338.11167286388985,4,24,2,0
1452.9630956222084,864.4222586770713,9,51,0,0
1589.021779850692,816.3406087636745,2,65,3,1
1448.7239848868785,325.11776983088254,5,29,0,0
571.9101120438174,1006.6328403316487,4,40,1,0
909.1451296700525,951.0596127589811,9,32,4,0
1100.9925457793981,640.2889491743379,5,50,2,0
1170.2266283599815,623.8793587128109,9,30,3,0
1448.2688390202711,766.2173313347721,9,40,3,0
1271.0804003733015,341.4890789231226,2,55,3,0
665.8622565159595,609.0094437492246,9,49,1,0
1352.0791404023853,0.0,3,62,1,1
1444.2342981135293,862.9366936508807,4,67,2,0
1423.916179172416,131.5520332674422,1,52,1,1
1632.3122902218488,1051.0259485286997,1,18,2,0
1533.5688618195616,500.9639718100649,1,64,4,0
1383.6720316913747,536.4999054206469,9,62,5,0
1171.9337154165412,411.6798281746483,8,22,1,0
535.6156265936035,513.5883378233771,5,30,3,0
1371.8472876530343,1025.559403544411,5,22,1,0
1283.0750748652445,0.0,9,49,2,0
1308.6315348781493,983.0896158264563,3,68,4,1
689.3005696718762,701.4070443305125,3,38,2,0
767.577383836695,237.89350564283535,7,41,1,0
1621.2611413331615,277.40628208522867,9,35,3,0
1184.177938457338,1102.917908162461,6,38,3,0
1472.6002789490499,316.34793601718064,2,27,3,1
1211.3273504521844,253.9948468212122,1,41,4,0
1211.902455798298,941.1943627094188,2,57,2,1
1575.3135223903992,701.5658628857743,1,64,3,0
993.5821087130505,318.62232703908035,9,38,1,0
1238.4483107763933,664.9874926213857,8,42,1,0
1015.089884517983,292.2741949079168,7,69,1,0
1026.2015090270738,930.2464195267816,3,40,1,0
1076.3311506125442,918.41128946194,8,39,3,0
1288.853508653485,759.601859646583,2,21,4,1
1008.5005513346091,708.498318374105,2,51,2,1
1702.3024502294084,1128.356437460212,3,23,2,0
842.1570791121985,599.9058982164676,7,45,4,0
1125.2513423354565,245.43776237375965,1,48,2,1
1024.10757669033,734.842173849692,8,52,2,0
1778.7911537414932,1225.8141148611342,7,56,2,0
1278.6219106046299,295.5721520442444,4,59,1,0
1612.7378157874539,491.56116999180426,5,40,5,0
605.7758507852112,724.9338114304358,1,23,5,0
1306.8201063477036,583.8285452982783,4,33,0,0
1555.8523182493748,305.30892588680564,1,19,0,0
1232.9135957101696,936.5573568691412,1,41,2,0
1626.1921500261406,1296.0122166051779,1,34,1,1
993.0846199598511,658.8394377071722,7,62,2,0
1763.738976074232,328.7795130791999,7,18,1,0
2119.5592494477,135.3118424839575,4,23,3,0
1054.8645758241364,677.3927943663542,2,22,2,1
1021.7989914396912,931.1632029948773,3,62,0,1
1781.3537908470803,742.5503239486145,8,67,2,0
1831.828858292285,599.2788477243438,8,46,2,0
990.8559891386926,423.21850446320815,6,29,0,0
1031.925273161657,272.3509101845731,9,56,0,0
1087.286156455797,850.4253978974647,9,64,0,0
662.2197955862891,874.1314864156757,4,20,5,0
832.5392214063207,136.28106399278005,1,65,3,0
798.3436932991729,1076.9516934542053,1,18,2,0
892.8809739583487,772.2213662682004,5,44,2,0
1186.1260450452876,1019.878393543738,2,65,1,1
1293.6858930146084,197.36167545446546,6,41,3,0
1820.200197125631,190.25275337536834,7,61,1,0
800.6583837044836,555.3092070698109,1,36,2,1
1593.7289593906335,750.8353280685583,6,25,0,0
1114.4044623097964,1138.9082468780891,8,61,2,0
1180.2145161390267,811.8236741445395,5,64,4,0
1469.9277968666415,527.19561695639,7,19,3,0
750.9111913750805,292.0892377002324,6,47,1,0
1352.9638984736202,969.000171815745,4,47,1,0
1266.5808832852224,310.58837227478557,7,66,1,0
1396.9805056032596,1088.5405664316966,9,56,1,0
1315.6674575631273,514.6846051180472,7,62,1,0
2182.1200559643576,1077.1746217853552,5,49,2,0
944.9040062994736,803.6793870177835,7,18,1,0
987.6012179992729,558.9013531672625,3,55,2,0
950.7437894300942,444.18108845216204,2,30,2,0
977.8091523358981,497.72763679617606,5,28,2,0
945.0451490773929,728.4950077125712,4,27,1,0
1675.6066124430208,623.146948865315,5,65,2,0
1768.201699195942,421.8565775793885,8,43,0,0
971.7014825002095,550.3105769047104,4,37,0,0
867.0577707583085,623.5731089157449,9,34,2,0
1388.5662225545616,0.0,7,34,1,0
979.1107822876115,737.4504344366096,7,21,1,0
1453.1727271022044,306.08363258495797,8,22,7,0
1281.1692083405198,254.00027903827652,6,40,0,0
593.7023540011072,93.79669586678688,8,63,0,0
1819.0020805320246,61.83225063963289,3,69,3,0
1918.3510692382088,193.36574906631324,1,27,1,0
954.8845238062455,387.2937127108529,6,63,1,0
1044.9193760256064,1185.9777412579706,1,45,0,1
1314.346156289962,442.23609723143886,9,50,7,0
1333.78271599481,653.3250318804094,2,60,3,1
1463.4177090691321,720.1444159518986,2,43,2,0
2004.08181550654,639.3195558647546,7,67,2,0
1129.2211090023802,576.7669617822019,2,65,1,0
880.6811021846186,241.4118709202266,8,46,3,0
648.2723087941891,1035.2782644837635,6,44,1,0
907.6279840232323,1142.1589930913656,7,35,2,0
1186.7492108504812,95.20239176319427,7,57,1,0
1917.8231454071151,292.79142273408615,6,27,1,0
992.9554803855315,516.0568972868982,9,59,0,0
1289.5151806555593,310.6386615269426,9,22,3,0
1193.4308415708992,751.7896660367596,7,27,3,0
1675.3573093792336,381.5183392780161,9,67,2,0
2210.7729703494488,1249.5168203419807,3,38,2,1
987.6524908318718,957.1645783030788,3,41,1,0
1004.2242229927111,663.7722091896644,1,55,3,0
1617.6643508276288,908.0958789959196,5,20,1,0
1472.7565958505245,931.7701273071928,4,57,1,0
1938.6829302944134,430.815753582527,2,48,3,0
1433.5712741303855,355.1348266374106,9,58,3,0
1056.283163685176,623.4429188908942,3,54,2,1
1436.2619322769237,858.4908373493831,8,19,2,0
1643.481432233163,641.7181195960253,6,19,3,0
1528.1928724789457,126.90105534270083,5,56,1,0
1402.909612442919,359.1526668147473,1,66,1,1
1626.6698758356615,577.8081409216866,4,59,1,0
1667.718236178269,577.3003187022509,3,61,3,0
1752.8635964150108,1191.7626530369425,1,51,4,1
1459.483955035857,184.2036172803006,5,59,5,0
1133.1527678732582,751.6767725507624,6,37,2,0
1258.6854745733292,1046.7339324984869,2,50,2,1
1682.6035866033426,1281.4349236268388,3,21,1,0
873.2257316051056,478.68077304481164,6,62,2,0
1347.4693235491604,747.42883581606,4,61,5,0
1042.6644750690557,770.9281071595941,9,28,3,0
1211.497929173927,658.6445194659873,5,59,2,0
1711.3807450429194,570.3464396282081,4,64,1,0
1276.4396272079614,730.7926168500137,2,22,5,0
1218.5746192624595,0.0,6,42,2,0
656.0575436080323,804.6208470187894,2,66,2,0
1498.5014264108881,637.8533710985902,7,54,1,0
1458.1936724564302,533.2575309665203,3,51,1,1
2065.3018893221843,1214.0586587158673,9,26,0,0
1076.8887060187997,397.5197943628343,5,23,3,0
1287.6601310655756,479.0772032804908,8,35,3,0
1299.753473484302,1197.4659906614202,6,31,1,0
1830.9813119053897,350.38160854504304,8,36,2,0
1161.8817870452192,434.9654151190383,3,31,4,1
1311.6086103081357,555.892372970745,3,57,2,1
1443.1586038866158,852.2203446388648,5,34,1,0
1274.6436492625432,662.340752205994,3,52,3,0
1021.4265541797887,212.2123958543212,8,46,6,0
1277.635997159323,440.3494310618431,8,59,2,0
1629.4526999439088,417.7936700363366,2,34,0,0
789.3938802355759,576.8336864330863,4,60,3,0
1253.1878696587505,727.7530975889488,1,25,1,1
919.9516740243307,725.4617267663916,4,18,1,0
1678.018651569937,67.19647378547938,4,62,1,0
590.7252380864901,919.1822962682568,9,53,5,0
976.4312610913646,675.770653798987,3,24,0,0
1350.8847500258084,1015.3596142781719,2,63,3,0
1826.2096116937362,733.2594981872015,9,22,1,0
1173.699895570805,930.3968873207286,9,41,0,0
977.9201893227207,739.9635934350381,1,45,2,0
1952.462827776236,1003.8677268608244,6,60,0,0
620.7944398335025,756.6751908053336,8,34,3,0
400.0,570.6254260671287,3,54,1,0
1376.005780021333,1281.7304161340644,9,37,1,0
999.1783102589555,866.7111366839677,2,20,1,0
791.5068731477147,772.1233263013239,6,54,4,0
1483.3425789197413,217.1086750384992,1,43,1,0
1297.5202855084794,213.5077147609387,7,32,2,0
974.3685477053086,687.814644642556,3,68,1,0
687.8782405316423,643.6563593304722,7,65,2,0
1548.9829313120579,415.7632304975051,4,25,0,0
1460.0804711834644,642.294809883618,9,30,2,0
1160.329654488247,1076.5880784130786,5,65,2,0
1938.6547984190663,808.6207423650897,3,20,2,1
771.9660934695389,257.6974470741785,8,18,1,0
589.7899316301044,566.5473518571168,6,26,2,0
923.2367720475022,358.51005574423175,2,48,0,0
1181.7655934578008,483.69002507743164,3,58,4,0
1297.3357797290766,475.91530031110716,8,43,2,0
1103.505576857468,456.70632521879844,7,34,5,0
1340.8221586057186,223.45938840798152,6,51,2,0
699.3842303238223,561.703595544543,1,26,3,0
1777.5058416293036,431.817708945807,9,68,2,0
1167.1395286429724,0.0,3,30,3,0
1646.918332635251,1215.8916073504988,5,22,1,0
1337.0901385510817,926.6308962650016,7,58,1,0
1382.7012876615136,487.1097825225012,7,30,2,0
1427.9069120928816,605.6457149221795,3,18,1,0
1379.083424006926,248.50369580473148,4,42,2,0
1457.0891039470175,1108.7168633432595,7,64,3,0
1731.6610120529726,1169.1866084319336,8,21,2,0
1278.608467880588,647.0081184739574,2,53,2,0
1483.601503035405,907.0591932556034,9,69,1,0
1164.1057222851093,652.5860336801771,7,27,2,0
1776.046886179789,198.9823683372208,8,45,1,0
929.4430791762921,476.4529893109028,6,23,2,0
1920.3761731643262,639.5783900315871,6,44,2,0
1183.9368197422627,463.63568437696676,9,29,1,0
627.6899591527807,534.4040167694892,4,69,3,0
1251.2417659643156,572.5801327472657,5,65,0,0
927.5793370100477,575.7364506403616,9,20,2,0
1536.2574195954896,615.677547149245,1,63,3,0
938.9504082790436,281.81848008101974,4,50,2,0
1021.5266267140881,384.89515526161915,7,27,2,0
444.18370762178756,214.62472029000924,9,48,3,0
1019.0774723003693,893.3446649058601,6,32,2,0
400.0,0.0,8,24,2,0
566.4388706057107,946.0771029950777,9,53,4,0
1504.165862457719,1015.904819178853,4,31,3,0
1514.320063460333,509.3458239052136,1,65,2,1
1370.183024713986,0.0,8,31,4,0
813.2095427483148,491.60683140981286,2,20,2,0
1180.915457543208,580.7447516133542,1,66,0,0
1198.5589843637727,296.82053402132595,7,63,1,0
736.6541243229829,445.4344818575272,9,67,3,0
1801.3593207068602,1059.0585596590054,9,20,3,0
1550.9449162302685,799.4781486905223,3,39,3,0
1111.6143304681345,322.63076568657004,6,36,2,0
1210.7543355978123,120.72024912137039,7,52,4,0
1283.353123179021,501.89480471706867,9,29,2,0
400.0,535.9629661948685,2,22,2,0
1101.1290469917612,748.8597562089949,8,27,2,0
927.2063008008806,439.40498622970233,7,58,4,0
799.3519960420338,753.4498726085584,4,50,4,0
1087.559882845618,1180.5462120180687,2,30,1,0
1919.074610739809,844.6503067332787,8,52,0,0
1456.337144506804,585.5734478007682,5,68,2,0
971.5284040868812,545.0548586840116,6,49,2,0
1429.0331125424634,492.9980597460386,7,28,2,0
1759.7421746344007,954.1922737356433,1,65,3,0
1569.8534731651075,411.80596621460916,8,55,4,0
1223.8521479680696,613.5668126999948,4,41,2,0
941.2252889177705,615.3593705643256,9,52,3,0
1479.289325445436,449.4647421565404,1,36,4,0
1357.3941541686997,188.26033563476977,2,23,0,1
1558.0772880110928,696.8923510853004,6,57,3,0
1454.0687206727878,581.6988084433849,1,62,1,0
1619.8210861277341,750.072140830971,4,61,2,0
985.9059153757728,439.9199080682499,8,59,2,0
1726.9576262537303,966.2463896439143,5,52,3,0
1279.0398418769598,336.96786563644656,9,21,2,0
2030.104349050106,1113.6120852053677,6,50,1,0
924.3248727641728,75.70904705152157,1,30,2,0
1894.3855212660997,730.4310193670674,6,53,2,0
1279.1643133850591,742.629204757987,6,60,0,0
939.4327985542207,361.33287961773533,6,36,1,0
1006.4456663782714,727.3181813583037,8,60,3,0
1071.861076722272,983.8556009280476,6,29,1,0
1369.6663785607666,0.0,5,28,1,0
1409.1341952141997,750.8234422472444,2,23,1,0
970.5199984245684,0.0,4,29,2,0
1190.258163095607,310.3005589430376,5,44,2,0
2056.9081434447453,1088.7499094702835,4,58,2,0
1891.0172680402845,425.4653899823838,2,42,2,1
1374.5294678696127,247.83601067730825,7,59,3,0
1215.20139126728,540.6186813045954,2,20,1,0
1248.0125306873044,1220.3719014490657,1,20,2,0
1445.4071890921666,50.495325838192116,5,37,0,0
790.8829739206378,284.60702650819667,1,45,2,0
1097.049385030662,1049.229504953888,1,40,5,1
532.5663704489642,1157.3107030613196,1,65,1,0
1359.6892490421117,568.9706327129148,6,20,0,0
1458.8783758810964,228.28418924200724,9,59,1,0
1006.7254150802504,1228.7530505427476,1,41,1,0
1829.594705316013,1078.3327175247591,5,60,2,0
709.6937347990636,803.6840963286699,9,57,5,0
614.2500479160719,356.27929531877396,9,23,4,0
1289.7807274239888,585.291197748589,1,37,2,1
1618.839321044862,551.8919756865507,8,28,2,0
1873.5710765831475,699.2553913846733,1,49,2,0
1016.446294852424,1035.3004314394009,8,44,5,0
1631.4723333725183,863.825112341221,1,38,0,1
1184.5966121997171,276.7871769045725,5,61,4,0
1130.9490800236722,1012.9489350058614,8,65,4,0
1553.463974994669,693.9396420039466,6,67,2,0
1460.929151365368,806.1197387576749,9,30,1,0
569.4431372063002,1039.9622577835808,1,39,1,1
1790.6161398903582,266.52592514593465,9,52,1,0
1752.0365416589807,589.2523263880611,1,64,1,0
949.7749193961882,440.5636345922355,3,39,1,0
1358.3214133749636,129.6421723903632,1,45,3,0
1397.6120745130956,704.0129932814759,3,38,3,0
1304.2695063295628,1353.466965475327,2,63,2,1
979.877938461832,47.97667664827418,2,35,4,0
931.3506528247794,590.3158166851589,9,48,3,0
1189.7783716034219,792.162880522432,8,63,2,0
1669.091607703746,636.9234604968543,1,54,1,0
1417.4400618377729,566.0615842452779,4,38,4,0
1051.7542671655576,210.2350909662527,1,31,1,1
1508.6794842593379,669.8360228820491,1,42,4,0
400.0,372.9708068952221,4,44,0,0
1659.5062801488414,0.0,2,57,2,0
504.1144884887601,958.3776661541192,3,40,2,1
1055.023623438747,887.5157459526127,9,48,2,0
752.1320421495425,615.498293055324,2,64,3,0
682.1274097116377,668.7224064617108,4,46,4,0
1664.3307149514078,922.2954038146684,1,64,3,1
1012.9195194752434,667.3018970334248,2,47,4,1
1338.6015526922863,871.2052664283943,5,68,0,0
1181.2317684483264,510.75533973784496,1,43,4,0
1390.8163308892485,993.595121572184,7,37,3,0
1230.7287564241021,696.2357177798052,4,55,5,0
686.8031103245721,658.2155830817622,6,36,2,0
1598.506727778856,218.9816733863904,8,44,3,0
1002.497366735475,686.0867562905127,6,42,5,0
577.3672405360995,350.4135247516647,2,57,2,1
1028.753935613635,408.5151820414518,1,55,0,0
1800.3039162537243,355.38731150516367,8,69,3,0
1540.0886968453972,280.1295204302325,8,40,1,0
1060.5391462368564,1237.4314209050885,9,46,3,0
1060.2969182726285,999.4017185965209,6,32,1,0
1071.345979513047,1176.1102506432785,1,20,2,0
2030.6991934243365,233.13149413333082,9,27,2,0
1352.7741808926214,621.3761249732678,3,32,1,1
1372.0166588764278,211.94771243877125,6,33,2,0
1612.113381612737,391.2915368408808,9,34,3,0
1295.5156636106053,324.5619049750276,3,36,1,1
1096.3831416717187,971.8752019324685,5,28,5,0
1121.4600603660087,481.13109656947205,5,65,0,0
1171.3594962343743,920.5138001082049,7,22,1,0
1185.1111053960633,781.2362668765554,4,22,1,0
1491.051817454792,1291.0916256314367,4,31,3,0
1220.7783543229198,156.1667330580828,7,67,1,0
1493.0560308862316,977.7699719360396,9,43,0,0
1167.713367956567,943.9322611202183,4,25,2,0
1231.4540761264363,307.9863485918896,4,22,1,0
400.719726187157,902.1400009419478,6,24,0,0
1566.5310698809926,700.8434889078686,6,33,2,0
1338.5953903591972,531.7571220139777,7,31,3,0
1599.2040439438608,352.8193539084001,1,54,2,0
400.0,384.26716456524423,3,58,2,0
2035.349881912291,1214.9436287357778,9,21,3,0
1144.1641487379304,600.2048456872448,6,53,1,0
1643.2731266950066,834.6390004594377,6,65,1,0
784.0376291497877,362.73018549973403,5,34,5,0
1445.1095620250278,366.0441161335084,3,64,5,0
778.6337747305375,924.5954427749826,5,53,1,0
950.492415721678,195.12713653454034,1,23,5,1
1965.6125415467145,475.4358696284186,3,33,2,0
1123.7270396946615,610.2082233216696,4,46,1,0
1286.9731492718893,633.4117805520157,5,53,1,0
1548.0270922755017,546.2720144951531,9,55,3,0
1398.2727551890418,718.7459343287769,4,54,5,0
1260.1675620574306,807.8567267453435,3,65,1,1
1345.98440098649,820.391263637799,1,65,2,0
2161.36623409531,304.258857399652,6,27,0,0
1176.9524811865658,514.7534706213609,7,58,4,0
1280.439618685987,958.4288585630813,8,53,1,0
1620.2617584030447,868.3941562721617,1,46,0,0
1642.2103731831935,188.14216455568084,4,31,1,0
1674.812122224152,705.4439701056605,5,21,4,0
1455.492088811674,6.532425187556896,2,61,3,0
742.7980349078066,614.0804706181109,1,59,3,0
1853.3726129204383,1169.330105023793,8,53,1,0
741.4618427925247,315.63218481930414,6,67,1,0
1321.0541860956132,349.70308635252536,5,62,3,0
898.2896599922568,829.2089344718579,9,30,3,0
1174.344661362803,137.1595454371062,2,63,2,0
1331.5049641213923,410.1734910344883,8,35,2,0
1328.5428861801092,778.9323412745258,9,50,3,0
1368.768301694114,409.71424569317907,1,38,4,1
1845.4845076234587,529.2090038367085,7,33,3,0
1381.4137206055918,823.2557130945104,8,32,2,0
1102.3373458837405,726.4638250609684,3,22,3,0
1585.634867315343,680.0455188886206,4,23,1,0
1675.7881955698563,498.2633162189884,3,55,3,0
708.956873945203,711.0183345806867,7,20,2,0
1438.9600279399433,562.880195970073,9,65,2,0
1480.4690969243593,737.3416829777354,3,29,2,1
1080.9745986560033,450.9203924646065,6,53,2,0
1750.2827253246478,545.2293076861376,8,50,6,0
1139.9777651869892,303.01266223439586,6,53,1,0
1250.2305813886169,589.4977169981292,2,50,1,0
