trip_id,user_id,start_station_id,end_station_id,start_time,end_time,duration_min
358,1076,23,12,2023-01-06 22:46:00,2023-01-06 22:48:46,2.78
359,1333,31,25,2023-04-13 10:54:00,2023-04-13 11:26:50,32.84
360,1089,43,32,2023-06-12 16:02:00,2023-06-12 17:27:50,85.83
361,1330,1,5,2023-11-17 05:53:00,2023-11-17 05:55:58,2.97
362,1087,23,10,2023-02-02 03:16:00,2023-02-02 03:27:11,11.19
363,1037,16,37,2023-03-21 02:53:00,2023-03-21 03:49:10,56.18
364,1306,24,37,2023-07-17 14:45:00,2023-07-17 14:51:34,6.57
365,1394,47,36,2023-04-06 06:35:00,2023-04-06 06:54:04,19.08
366,1086,2,30,2023-02-22 06:41:00,2023-02-22 07:08:21,27.35
367,1351,44,14,2023-03-22 09:59:00,2023-03-22 10:28:15,29.25
368,1074,41,42,2023-01-31 17:01:00,2023-01-31 17:03:33,2.57
369,1020,2,40,2023-05-23 07:13:00,2023-05-23 07:24:31,11.53
370,1057,12,23,2023-08-09 22:09:00,2023-08-09 22:28:32,19.54
371,1462,41,22,2023-04-21 09:59:00,2023-04-21 10:17:32,18.54
372,1433,19,42,2023-11-18 13:27:00,2023-11-18 14:00:36,33.61
373,1120,27,37,2023-12-09 00:43:00,2023-12-09 01:07:34,24.58
374,1130,14,38,2023-04-01 22:56:00,2023-04-01 23:31:53,35.89
375,1326,16,40,2023-08-30 22:46:00,2023-08-30 23:14:09,28.15
376,1223,7,18,2023-03-01 08:17:00,2023-03-01 08:23:35,6.59
377,1068,40,17,2023-06-04 15:44:00,2023-06-04 15:52:24,8.41
378,1423,44,34,2023-07-22 14:27:00,2023-07-22 14:49:46,22.77
379,1159,41,3,2023-03-06 02:59:00,2023-03-06 03:29:08,30.14
380,1329,13,39,2023-03-04 20:37:00,2023-03-04 20:42:25,5.43
381,1499,4,28,2023-10-14 13:05:00,2023-10-14 13:26:10,21.17
382,1323,43,16,2023-05-27 22:57:00,2023-05-27 23:57:21,60.36
383,1446,30,14,2023-10-12 12:35:00,2023-10-12 12:43:12,8.2
384,1134,18,29,2023-07-30 02:10:00,2023-07-30 02:15:05,5.08
385,1008,47,11,2023-11-06 17:25:00,2023-11-06 17:46:30,21.5
386,1288,36,32,2023-12-27 23:16:00,2023-12-27 23:35:40,19.68
387,1360,8,44,2023-07-03 07:44:00,2023-07-03 08:01:37,17.63
388,1435,6,18,2023-07-20 05:21:00,2023-07-20 05:45:44,24.75
389,1255,27,24,2023-05-20 15:18:00,2023-05-20 15:23:54,5.9
390,1118,28,23,2023-09-11 04:59:00,2023-09-11 05:06:03,7.06
391,1342,43,15,2023-10-14 17:12:00,2023-10-14 17:16:45,4.76
392,1106,2,2,2023-08-21 20:27:00,2023-08-21 20:41:24,14.41
393,1417,6,28,2023-05-06 08:21:00,2023-05-06 08:31:45,10.76
394,1284,25,37,2023-10-29 00:22:00,2023-10-29 00:38:57,16.96
395,1380,10,8,2023-07-23 14:54:00,2023-07-23 15:24:21,30.36
396,1428,49,11,2023-12-29 18:02:00,2023-12-29 19:24:13,82.23
397,1437,27,23,2023-08-20 20:26:00,2023-08-20 20:42:34,16.58
398,1153,7,46,2023-03-15 20:13:00,2023-03-15 20:29:15,16.26
399,1461,11,19,2023-09-28 01:57:00,2023-09-28 02:29:46,32.78
400,1288,14,50,2023-12-26 21:57:00,2023-12-26 22:24:14,27.25
401,1251,22,11,2023-07-26 03:32:00,2023-07-26 03:47:15,15.25
402,1388,18,3,2023-08-25 19:46:00,2023-08-25 20:07:40,21.68
403,1154,4,47,2023-08-25 22:23:00,2023-08-25 22:35:40,12.68
404,1223,21,11,2023-11-02 06:02:00,2023-11-02 06:10:01,8.02
405,1365,4,29,2023-04-08 07:08:00,2023-04-08 07:24:05,16.1
406,1400,11,12,2023-11-21 05:37:00,2023-11-21 06:15:30,38.5
407,1357,28,4,2023-10-06 06:28:00,2023-10-06 06:42:48,14.81
408,1166,31,37,2023-07-31 06:31:00,2023-07-31 06:49:02,18.04
409,1022,20,5,2023-02-05 16:41:00,2023-02-05 17:04:31,23.53
410,1245,38,45,2023-02-15 03:26:00,2023-02-15 04:20:22,54.38
411,1344,7,27,2023-09-24 11:39:00,2023-09-24 11:49:58,10.98
412,1452,43,32,2023-08-02 07:40:00,2023-08-02 07:47:08,7.14
413,1208,29,28,2023-09-26 16:42:00,2023-09-26 17:14:51,32.85
414,1070,30,21,2023-04-20 16:23:00,2023-04-20 16:54:38,31.64
415,1126,8,47,2023-08-17 04:11:00,2023-08-17 04:29:34,18.57
416,1086,9,20,2023-12-09 16:55:00,2023-12-09 17:12:00,17.01
417,1320,47,44,2023-01-19 23:29:00,2023-01-19 23:49:11,20.2
418,1485,6,24,2023-04-24 14:05:00,2023-04-24 14:32:30,27.51
419,1197,42,18,2023-09-23 22:30:00,2023-09-23 22:57:36,27.61
420,1309,31,49,2023-03-25 08:42:00,2023-03-25 08:44:25,2.42
421,1331,14,50,2023-06-02 05:09:00,2023-06-02 05:24:30,15.51
422,1496,41,13,2023-12-04 20:48:00,2023-12-04 21:08:53,20.88
423,1051,40,33,2023-01-06 05:44:00,2023-01-06 06:00:46,16.78
424,1121,5,11,2023-05-19 22:01:00,2023-05-19 23:06:21,65.36
425,1207,36,22,2023-10-28 16:56:00,2023-10-28 17:15:19,19.32
426,1326,31,32,2023-06-16 12:17:00,2023-06-16 12:37:10,20.18
427,1456,32,31,2023-03-13 06:56:00,2023-03-13 07:01:46,5.78
428,1057,3,43,2023-02-06 16:36:00,2023-02-06 17:17:13,41.22
429,1308,47,31,2023-05-06 04:32:00,2023-05-06 04:48:48,16.81
430,1116,40,34,2023-02-03 07:37:00,2023-02-03 07:43:55,6.93
431,1059,42,37,2023-04-23 05:17:00,2023-04-23 05:19:35,2.59
432,1124,5,14,2023-08-02 07:23:00,2023-08-02 07:33:23,10.39
433,1115,4,23,2023-02-21 17:36:00,2023-02-21 17:58:34,22.57
434,1334,28,11,2023-08-24 10:05:00,2023-08-24 10:33:03,28.07
435,1181,43,41,2023-09-16 00:37:00,2023-09-16 00:49:04,12.08
436,1396,36,16,2023-03-23 10:37:00,2023-03-23 10:42:27,5.46
437,1412,45,47,2023-11-29 22:59:00,2023-11-29 23:12:01,13.02
438,1426,36,17,2023-10-01 23:48:00,2023-10-02 00:10:49,22.82
439,1323,29,48,2023-04-27 16:21:00,2023-04-27 16:37:07,16.13
440,1388,50,32,2023-10-06 19:10:00,2023-10-06 19:41:35,31.59
441,1037,41,38,2023-09-02 11:42:00,2023-09-02 12:32:57,50.96
442,1458,47,46,2023-01-11 22:23:00,2023-01-11 22:46:50,23.85
443,1211,10,50,2023-10-08 19:39:00,2023-10-08 19:44:19,5.32
444,1444,33,32,2023-08-12 08:50:00,2023-08-12 09:04:28,14.47
445,1043,5,24,2023-02-15 19:30:00,2023-02-15 20:10:19,40.33
446,1102,21,47,2023-06-30 10:27:00,2023-06-30 11:26:37,59.62
447,1237,8,21,2023-03-29 21:09:00,2023-03-29 21:47:36,38.61
448,1461,45,25,2023-02-23 04:07:00,2023-02-23 04:19:55,12.93
449,1277,49,43,2023-11-13 07:28:00,2023-11-13 07:32:28,4.47
450,1400,43,12,2023-02-14 12:07:00,2023-02-14 12:19:48,12.81
451,1469,44,38,2023-01-27 16:47:00,2023-01-27 17:11:52,24.87
452,1155,39,47,2023-10-28 05:14:00,2023-10-28 05:27:12,13.2
453,1300,24,26,2023-01-30 04:25:00,2023-01-30 04:34:16,9.28
454,1237,48,32,2023-08-13 06:41:00,2023-08-13 06:43:01,2.02
455,1211,23,17,2023-09-29 00:13:00,2023-09-29 00:41:13,28.22
456,1339,5,38,2023-09-15 09:58:00,2023-09-15 10:14:25,16.42
457,1340,40,32,2023-11-20 01:31:00,2023-11-20 01:33:18,2.32
458,1072,41,38,2023-10-02 04:25:00,2023-10-02 04:47:19,22.32
459,1029,13,34,2023-03-15 01:19:00,2023-03-15 01:27:42,8.71
460,1441,11,39,2023-12-28 08:33:00,2023-12-28 09:09:51,36.86
461,1098,40,40,2023-11-18 18:41:00,2023-11-18 19:12:59,31.99
462,1102,16,9,2023-08-22 06:41:00,2023-08-22 07:04:42,23.71
463,1095,47,18,2023-10-16 15:21:00,2023-10-16 16:05:06,44.11
464,1115,43,12,2023-10-01 15:04:00,2023-10-01 15:51:15,47.26
465,1115,10,13,2023-06-21 16:49:00,2023-06-21 16:54:21,5.35
466,1164,43,24,2023-06-12 03:41:00,2023-06-12 04:00:09,19.15
467,1068,36,42,2023-02-19 16:56:00,2023-02-19 17:46:01,50.02
468,1131,29,19,2023-09-25 23:04:00,2023-09-25 23:48:38,44.64
469,1316,11,14,2023-12-19 12:22:00,2023-12-19 12:30:30,8.51
470,1484,35,6,2023-01-04 02:40:00,2023-01-04 02:47:52,7.88
471,1172,11,26,2023-05-26 17:14:00,2023-05-26 17:37:13,23.23
472,1036,11,43,2023-07-08 05:41:00,2023-07-08 06:04:23,23.39
473,1133,28,31,2023-08-07 08:54:00,2023-08-07 09:10:54,16.92
474,1117,35,14,2023-01-07 19:18:00,2023-01-07 19:40:45,22.77
475,1345,23,28,2023-12-10 15:44:00,2023-12-10 15:53:42,9.7
476,1083,40,46,2023-01-21 18:47:00,2023-01-21 19:05:08,18.14
477,1083,23,38,2023-05-02 01:56:00,2023-05-02 02:04:56,8.93
478,1131,5,22,2023-08-31 23:53:00,2023-09-01 00:00:53,7.89
479,1444,38,9,2023-07-20 00:43:00,2023-07-20 00:47:43,4.72
480,1398,10,33,2023-09-12 00:51:00,2023-09-12 01:10:08,19.14
481,1112,21,11,2023-01-25 15:47:00,2023-01-25 16:30:35,43.6
482,1022,5,3,2023-12-18 05:25:00,2023-12-18 06:01:50,36.84
483,1100,40,49,2023-07-18 09:09:00,2023-07-18 09:13:26,4.45
484,1405,2,5,2023-04-27 04:46:00,2023-04-27 05:13:07,27.12
485,1351,29,22,2023-07-04 17:21:00,2023-07-04 17:37:34,16.57
486,1238,11,19,2023-01-21 13:30:00,2023-01-21 13:39:47,9.79
487,1163,34,29,2023-12-16 16:50:00,2023-12-16 16:52:52,2.87
488,1004,3,19,2023-01-20 23:39:00,2023-01-20 23:50:24,11.4
489,1034,28,5,2023-08-03 07:16:00,2023-08-03 07:50:41,34.69
490,1478,28,44,2023-05-27 19:46:00,2023-05-27 19:55:02,9.04
491,1369,2,8,2023-03-19 06:18:00,2023-03-19 06:30:02,12.04
492,1146,14,17,2023-05-09 10:12:00,2023-05-09 10:20:08,8.14
493,1454,3,50,2023-06-29 18:36:00,2023-06-29 19:00:04,24.07
494,1176,40,18,2023-11-12 16:43:00,2023-11-12 17:08:29,25.49
495,1464,48,38,2023-03-25 23:20:00,2023-03-25 23:43:04,23.08
496,1332,3,36,2023-05-31 21:23:00,2023-05-31 22:03:01,40.03
497,1478,41,31,2023-02-16 07:46:00,2023-02-16 08:16:48,30.81
498,1356,18,30,2023-12-23 12:21:00,2023-12-23 12:41:07,20.13
499,1259,8,38,2023-02-14 05:05:00,2023-02-14 05:14:58,9.98
500,1321,14,48,2023-03-07 15:37:00,2023-03-07 17:16:05,99.09
501,1217,16,32,2023-12-08 17:42:00,2023-12-08 18:44:43,62.73
502,1386,31,15,2023-08-03 15:43:00,2023-08-03 16:01:08,18.14
503,1115,20,9,2023-07-09 06:13:00,2023-07-09 06:24:26,11.45
504,1284,37,18,2023-06-10 21:07:00,2023-06-10 21:34:47,27.79
505,1182,35,25,2023-02-10 07:14:00,2023-02-10 07:56:11,42.19
506,1181,38,32,2023-06-03 19:44:00,2023-06-03 19:55:30,11.51
507,1443,39,11,2023-07-16 07:54:00,2023-07-16 07:58:37,4.63
508,1181,14,9,2023-06-17 11:51:00,2023-06-17 12:04:54,13.91
509,1123,23,18,2023-05-15 20:56:00,2023-05-15 21:00:28,4.47
510,1327,49,14,2023-08-06 03:31:00,2023-08-06 03:45:42,14.7
511,1400,26,6,2023-07-17 00:22:00,2023-07-17 00:28:05,6.09
512,1325,34,23,2023-05-23 14:33:00,2023-05-23 14:38:17,5.29
513,1155,33,3,2023-01-26 02:09:00,2023-01-26 02:30:24,21.41
514,1271,13,38,2023-09-06 21:48:00,2023-09-06 21:57:21,9.35
515,1441,20,48,2023-04-15 16:10:00,2023-04-15 16:25:58,15.98
516,1225,28,28,2023-11-30 08:06:00,2023-11-30 08:09:57,3.96
517,1271,24,10,2023-11-15 20:38:00,2023-11-15 20:39:41,1.69
518,1200,42,35,2023-05-14 13:14:00,2023-05-14 13:28:56,14.93
519,1143,31,45,2023-01-09 17:52:00,2023-01-09 18:43:08,51.13
520,1112,15,11,2023-08-11 07:41:00,2023-08-11 08:11:23,30.39
521,1410,42,17,2023-12-04 01:18:00,2023-12-04 01:27:12,9.21
522,1424,9,13,2023-07-14 12:32:00,2023-07-14 12:38:42,6.7
523,1346,21,20,2023-08-14 20:44:00,2023-08-14 20:47:37,3.62
524,1065,31,44,2023-10-21 07:07:00,2023-10-21 07:10:49,3.82
525,1290,25,42,2023-11-09 22:59:00,2023-11-09 23:12:04,13.08
526,1229,17,22,2023-10-23 13:33:00,2023-10-23 14:02:06,29.11
527,1386,10,24,2023-08-04 04:55:00,2023-08-04 05:16:30,21.51
528,1401,50,18,2023-11-27 18:26:00,2023-11-27 18:44:18,18.3
529,1461,11,34,2023-07-11 17:36:00,2023-07-11 18:00:18,24.3
530,1260,43,30,2023-09-02 09:45:00,2023-09-02 09:52:02,7.05
531,1213,46,9,2023-08-09 22:29:00,2023-08-09 22:46:51,17.86
532,1277,2,41,2023-08-18 01:23:00,2023-08-18 01:33:05,10.1
533,1100,49,27,2023-10-28 04:42:00,2023-10-28 05:06:17,24.29
534,1174,24,10,2023-02-07 20:59:00,2023-02-07 21:07:16,8.28
535,1211,22,46,2023-08-17 20:26:00,2023-08-17 20:38:24,12.41
536,1011,36,24,2023-06-21 02:09:00,2023-06-21 03:06:50,57.84
537,1163,21,31,2023-05-08 01:03:00,2023-05-08 01:09:07,6.13
538,1338,45,5,2023-05-26 11:49:00,2023-05-26 12:06:27,17.46
539,1128,7,22,2023-03-05 16:04:00,2023-03-05 16:39:50,35.85
540,1203,12,20,2023-10-01 19:52:00,2023-10-01 20:01:29,9.49
541,1170,15,22,2023-03-26 21:39:00,2023-03-26 21:52:46,13.77
542,1027,12,8,2023-01-20 02:02:00,2023-01-20 02:12:25,10.43
543,1148,28,34,2023-10-22 02:31:00,2023-10-22 03:00:09,29.15
544,1415,17,12,2023-02-20 15:49:00,2023-02-20 16:59:11,70.18
545,1366,49,46,2023-09-26 06:36:00,2023-09-26 07:01:28,25.47
546,1358,7,37,2023-04-24 10:43:00,2023-04-24 11:23:20,40.34
547,1166,7,22,2023-08-12 17:31:00,2023-08-12 17:40:53,9.89
548,1266,30,32,2023-11-22 03:22:00,2023-11-22 03:47:01,25.03
549,1362,15,1,2023-04-15 17:31:00,2023-04-15 17:51:29,20.48
550,1071,18,9,2023-11-18 18:04:00,2023-11-18 18:11:14,7.24
551,1257,10,43,2023-04-23 05:51:00,2023-04-23 05:56:31,5.53
552,1164,36,44,2023-08-05 08:05:00,2023-08-05 08:29:57,24.96
553,1402,9,37,2023-06-30 02:49:00,2023-06-30 03:55:07,66.12
554,1248,24,17,2023-03-25 16:38:00,2023-03-25 17:18:23,40.4
555,1025,3,24,2023-06-06 03:04:00,2023-06-06 03:19:22,15.38
556,1433,22,36,2023-12-24 00:01:00,2023-12-24 00:30:18,29.32
557,1411,13,43,2023-11-30 15:27:00,2023-11-30 15:52:44,25.74
558,1198,34,2,2023-01-27 20:25:00,2023-01-27 20:59:33,34.56
559,1111,10,2,2023-03-18 03:22:00,2023-03-18 03:30:23,8.39
560,1130,7,32,2023-05-01 14:11:00,2023-05-01 14:25:02,14.04
561,1129,20,22,2023-02-04 02:37:00,2023-02-04 02:41:07,4.12
562,1168,15,10,2023-12-01 14:43:00,2023-12-01 15:20:09,37.15
563,1170,17,17,2023-06-16 01:36:00,2023-06-16 01:47:31,11.53
564,1132,4,18,2023-07-20 11:21:00,2023-07-20 12:04:20,43.34
565,1059,32,47,2023-08-13 15:36:00,2023-08-13 15:41:05,5.09
566,1278,6,35,2023-06-27 14:02:00,2023-06-27 14:05:50,3.84
567,1205,3,46,2023-01-31 00:47:00,2023-01-31 01:18:38,31.64
568,1053,21,19,2023-11-18 00:53:00,2023-11-18 01:22:22,29.37
569,1479,2,14,2023-10-04 13:52:00,2023-10-04 13:56:41,4.68
570,1125,23,36,2023-03-05 09:53:00,2023-03-05 09:58:09,5.16
571,1043,45,2,2023-10-24 23:10:00,2023-10-24 23:39:27,29.46
572,1357,15,1,2023-03-19 14:19:00,2023-03-19 14:55:04,36.08
573,1085,8,10,2023-07-28 18:21:00,2023-07-28 19:04:54,43.9
574,1116,46,50,2023-06-28 14:55:00,2023-06-28 15:03:17,8.29
575,1381,35,7,2023-11-05 09:20:00,2023-11-05 09:40:31,20.52
576,1451,29,22,2023-06-12 10:58:00,2023-06-12 11:04:52,6.87
577,1112,9,12,2023-08-22 20:05:00,2023-08-22 20:09:50,4.85
578,1361,6,40,2023-01-08 04:05:00,2023-01-08 04:18:45,13.76
579,1003,42,32,2023-02-18 02:13:00,2023-02-18 02:49:54,36.91
580,1497,15,10,2023-10-20 15:23:00,2023-10-20 15:30:43,7.72
581,1285,19,45,2023-02-13 07:30:00,2023-02-13 08:09:20,39.34
582,1224,31,35,2023-03-17 04:43:00,2023-03-17 05:24:56,41.93
583,1367,21,5,2023-07-11 11:28:00,2023-07-11 12:19:55,51.93
584,1335,20,4,2023-11-22 16:48:00,2023-11-22 17:01:53,13.9
585,1329,18,5,2023-01-03 18:40:00,2023-01-03 19:25:29,45.49
586,1472,45,32,2023-05-16 15:45:00,2023-05-16 16:19:36,34.6
587,1373,23,26,2023-03-05 05:47:00,2023-03-05 06:25:11,38.19
588,1079,19,14,2023-04-18 09:57:00,2023-04-18 10:41:35,44.6
589,1350,18,7,2023-08-25 13:29:00,2023-08-25 13:58:31,29.53
590,1264,2,3,2023-12-28 08:15:00,2023-12-28 08:23:29,8.5
591,1287,11,5,2023-05-13 10:58:00,2023-05-13 11:26:30,28.51
592,1241,24,36,2023-07-14 04:43:00,2023-07-14 05:03:30,20.5
593,1481,30,21,2023-09-15 07:18:00,2023-09-15 07:51:21,33.35
594,1379,43,35,2023-12-26 04:41:00,2023-12-26 04:45:35,4.59
595,1426,49,39,2023-07-01 17:44:00,2023-07-01 18:20:49,36.83
596,1488,5,18,2023-10-21 05:31:00,2023-10-21 05:58:24,27.41
597,1087,38,16,2023-11-20 15:26:00,2023-11-20 16:06:35,40.59
598,1256,44,32,2023-02-10 17:21:00,2023-02-10 17:31:38,10.64
599,1244,29,36,2023-10-31 17:32:00,2023-10-31 17:37:36,5.62
600,1065,33,33,2023-04-22 02:03:00,2023-04-22 02:38:50,35.84
601,1169,45,18,2023-08-24 16:01:00,2023-08-24 16:25:05,24.09
602,1320,13,2,2023-03-20 22:48:00,2023-03-20 23:16:28,28.47
603,1013,29,3,2023-08-01 22:47:00,2023-08-01 23:09:06,22.1
604,1048,13,30,2023-05-05 09:24:00,2023-05-05 09:46:54,22.91
605,1456,23,11,2023-04-03 10:24:00,2023-04-03 11:31:56,67.94
606,1200,27,41,2023-06-10 22:09:00,2023-06-10 22:32:41,23.68
607,1112,30,2,2023-06-14 05:35:00,2023-06-14 05:38:30,3.51
608,1034,40,36,2023-08-10 18:34:00,2023-08-10 19:40:25,66.42
609,1164,13,29,2023-05-05 10:13:00,2023-05-05 10:34:54,21.91
610,1043,15,22,2023-06-28 04:54:00,2023-06-28 04:59:27,5.46
611,1472,25,36,2023-09-20 04:46:00,2023-09-20 04:58:02,12.03
612,1174,37,8,2023-09-03 15:47:00,2023-09-03 15:59:35,12.59
613,1387,27,12,2023-11-12 16:59:00,2023-11-12 17:25:36,26.61
614,1218,24,45,2023-01-06 09:34:00,2023-01-06 10:30:52,56.88
615,1067,46,1,2023-09-09 05:47:00,2023-09-09 05:54:49,7.82
616,1309,40,25,2023-05-17 00:40:00,2023-05-17 00:44:04,4.08
617,1474,8,49,2023-02-17 08:37:00,2023-02-17 08:38:13,1.22
618,1057,28,19,2023-08-30 00:34:00,2023-08-30 00:47:58,13.98
619,1059,8,48,2023-07-20 19:34:00,2023-07-20 19:35:35,1.59
620,1284,39,9,2023-12-24 20:23:00,2023-12-24 20:40:14,17.24
621,1373,6,43,2023-08-24 02:54:00,2023-08-24 03:06:59,13.0
622,1293,50,36,2023-05-30 22:31:00,2023-05-30 23:02:34,31.57
623,1491,47,39,2023-03-16 01:19:00,2023-03-16 01:53:18,34.31
624,1472,24,37,2023-11-11 00:46:00,2023-11-11 00:53:07,7.13
625,1229,6,43,2023-11-08 14:43:00,2023-11-08 15:00:28,17.48
626,1411,38,38,2023-08-16 06:47:00,2023-08-16 07:06:17,19.28
627,1286,4,8,2023-11-10 08:08:00,2023-11-10 08:30:40,22.68
628,1488,46,19,2023-09-19 19:31:00,2023-09-19 20:03:19,32.32
629,1364,50,11,2023-08-14 03:43:00,2023-08-14 03:51:20,8.33
630,1440,5,1,2023-02-28 22:53:00,2023-02-28 22:56:45,3.76
631,1269,6,48,2023-05-09 11:53:00,2023-05-09 12:03:48,10.81
632,1392,12,26,2023-09-05 05:23:00,2023-09-05 05:29:38,6.64
633,1253,38,19,2023-04-19 08:57:00,2023-04-19 09:33:50,36.84
634,1052,9,1,2023-04-09 09:45:00,2023-04-09 10:19:31,34.53
635,1220,32,1,2023-01-10 11:51:00,2023-01-10 12:01:57,10.96
636,1275,32,39,2023-08-27 17:36:00,2023-08-27 17:44:56,8.94
637,1043,17,43,2023-02-15 11:42:00,2023-02-15 11:53:07,11.13
638,1233,47,5,2023-01-03 10:28:00,2023-01-03 10:33:04,5.08
639,1221,36,28,2023-10-01 22:24:00,2023-10-01 22:44:20,20.34
640,1182,31,16,2023-07-06 03:03:00,2023-07-06 03:18:50,15.85
641,1048,31,21,2023-09-21 22:59:00,2023-09-21 23:12:38,13.64
642,1144,6,35,2023-02-28 21:06:00,2023-02-28 21:07:01,1.02
643,1487,3,19,2023-07-24 05:27:00,2023-07-24 05:42:51,15.85
644,1249,45,5,2023-07-21 11:52:00,2023-07-21 12:17:22,25.37
645,1386,26,17,2023-08-18 04:35:00,2023-08-18 05:23:38,48.63
646,1300,32,10,2023-05-22 03:20:00,2023-05-22 03:23:24,3.4
647,1254,37,38,2023-12-17 20:17:00,2023-12-17 20:59:38,42.64
648,1318,3,23,2023-07-02 03:58:00,2023-07-02 04:05:12,7.2
649,1200,6,2,2023-01-04 19:42:00,2023-01-04 19:45:39,3.65
650,1292,34,6,2023-08-20 21:03:00,2023-08-20 21:14:43,11.73
651,1173,33,25,2023-11-08 21:08:00,2023-11-08 21:15:06,7.11
652,1176,12,9,2023-10-02 11:42:00,2023-10-02 12:39:08,57.14
653,1472,1,31,2023-09-03 21:32:00,2023-09-03 21:51:42,19.71
654,1095,49,36,2023-12-25 16:29:00,2023-12-25 16:53:50,24.84
655,1095,41,15,2023-03-22 02:22:00,2023-03-22 02:51:45,29.76
656,1352,23,29,2023-04-27 02:35:00,2023-04-27 03:00:33,25.56
657,1387,18,1,2023-03-25 04:07:00,2023-03-25 04:23:47,16.79
658,1073,50,16,2023-07-20 06:38:00,2023-07-20 06:41:45,3.75
659,1225,33,42,2023-03-06 09:32:00,2023-03-06 09:45:50,13.85
660,1225,17,9,2023-03-14 06:39:00,2023-03-14 06:47:22,8.38
661,1264,17,11,2023-02-14 07:56:00,2023-02-14 08:14:05,18.09
662,1047,26,38,2023-12-26 06:18:00,2023-12-26 06:32:24,14.41
663,1365,38,38,2023-12-10 22:16:00,2023-12-10 22:24:47,8.79
664,1237,50,20,2023-07-04 03:48:00,2023-07-04 04:26:51,38.86
665,1253,19,41,2023-10-08 10:16:00,2023-10-08 10:34:41,18.69
666,1249,34,24,2023-10-17 09:19:00,2023-10-17 09:36:19,17.32
667,1208,7,24,2023-07-27 18:40:00,2023-07-27 18:51:54,11.9
668,1114,20,22,2023-05-08 11:23:00,2023-05-08 11:24:58,1.98
669,1171,45,50,2023-01-08 21:04:00,2023-01-08 21:23:21,19.36
670,1494,25,6,2023-10-08 11:37:00,2023-10-08 11:45:36,8.61
671,1417,36,35,2023-03-23 19:53:00,2023-03-23 20:08:52,15.87
672,1117,45,39,2023-06-01 10:40:00,2023-06-01 10:55:33,15.56
673,1029,26,39,2023-12-22 03:46:00,2023-12-22 04:13:09,27.17
674,1173,17,7,2023-06-17 20:12:00,2023-06-17 20:23:37,11.63
675,1129,27,32,2023-06-22 02:49:00,2023-06-22 02:55:02,6.04
676,1251,42,16,2023-07-26 09:20:00,2023-07-26 09:35:04,15.08
677,1016,9,25,2023-11-02 21:19:00,2023-11-02 21:26:58,7.98
678,1213,12,15,2023-04-12 11:26:00,2023-04-12 11:48:09,22.16
679,1498,10,43,2023-12-20 14:23:00,2023-12-20 14:37:35,14.59
680,1379,2,36,2023-07-27 22:14:00,2023-07-27 22:17:11,3.19
681,1475,6,31,2023-10-02 06:03:00,2023-10-02 06:06:10,3.17
682,1215,22,27,2023-07-08 21:55:00,2023-07-08 22:01:47,6.79
683,1492,3,19,2023-12-21 02:09:00,2023-12-21 02:10:31,1.53
684,1204,24,18,2023-11-06 19:43:00,2023-11-06 20:10:17,27.3
685,1050,23,48,2023-12-08 03:10:00,2023-12-08 03:25:05,15.1
686,1098,19,7,2023-11-10 16:29:00,2023-11-10 16:50:16,21.28
687,1261,18,10,2023-10-30 16:01:00,2023-10-30 16:33:05,32.08
688,1270,23,18,2023-09-30 01:20:00,2023-09-30 01:52:50,32.83
689,1298,23,26,2023-04-07 23:56:00,2023-04-08 00:20:06,24.11
690,1245,4,42,2023-02-19 09:56:00,2023-02-19 10:01:07,5.13
691,1284,12,36,2023-08-29 15:05:00,2023-08-29 15:45:00,40.0
692,1417,49,26,2023-02-08 10:11:00,2023-02-08 10:19:56,8.94
693,1070,6,40,2023-07-04 13:55:00,2023-07-04 14:11:23,16.39
694,1422,29,42,2023-05-11 22:46:00,2023-05-11 23:21:22,35.38
695,1224,39,5,2023-10-17 23:05:00,2023-10-17 23:11:40,6.67
696,1144,18,11,2023-07-08 01:09:00,2023-07-08 01:16:54,7.91
697,1237,38,10,2023-11-29 05:12:00,2023-11-29 05:45:08,33.13
698,1096,14,16,2023-10-29 11:45:00,2023-10-29 11:59:23,14.39
699,1086,7,39,2023-03-30 04:33:00,2023-03-30 04:38:14,5.25
700,1310,10,3,2023-09-12 08:05:00,2023-09-12 08:13:51,8.85
701,1228,30,20,2023-10-25 20:09:00,2023-10-25 20:24:03,15.06
702,1365,10,23,2023-10-14 12:14:00,2023-10-14 12:43:14,29.25
703,1213,49,25,2023-06-10 13:18:00,2023-06-10 13:48:43,30.72
704,1069,3,34,2023-12-11 21:17:00,2023-12-11 21:28:20,11.34
705,1130,41,38,2023-07-04 04:15:00,2023-07-04 04:40:20,25.34
706,1310,4,43,2023-09-30 18:24:00,2023-09-30 18:43:50,19.84
707,1115,37,13,2023-09-11 03:38:00,2023-09-11 04:09:54,31.91
708,1011,45,36,2023-07-19 16:43:00,2023-07-19 16:48:19,5.33
709,1046,14,28,2023-02-20 15:48:00,2023-02-20 16:08:45,20.75
710,1113,27,34,2023-11-30 09:20:00,2023-11-30 09:24:28,4.48
711,1289,13,2,2023-09-24 12:49:00,2023-09-24 12:59:48,10.81
712,1474,11,9,2023-09-18 07:20:00,2023-09-18 08:17:37,57.63
713,1177,2,7,2023-12-09 01:08:00,2023-12-09 01:32:16,24.28
714,1031,9,22,2023-08-18 10:32:00,2023-08-18 10:42:23,10.4
715,1330,23,2,2023-10-13 05:42:00,2023-10-13 05:58:27,16.46
