transaction_id,customer_id,product_id,quantity,date
2453,3443,66,4,2021-12-05
2454,2631,144,3,2021-08-22
2455,2280,30,1,2021-05-17
2456,3920,171,4,2020-10-29
2457,1584,4,3,2022-11-27
2458,2240,49,3,2020-07-13
2459,2528,124,1,2021-10-08
2460,1019,139,1,2021-07-14
2461,3298,35,1,2021-02-16
2462,3428,168,2,2021-03-04
2463,3546,150,3,2020-12-14
2464,1308,148,4,2021-01-30
2465,2994,30,4,2022-12-10
2466,2426,10,1,2020-02-05
2467,1695,80,3,2021-10-02
2468,1637,37,2,2022-01-26
2469,1105,161,1,2021-04-12
2470,3327,136,4,2021-12-09
2471,2430,135,5,2022-10-16
2472,1949,131,1,2021-03-14
2473,1981,72,3,2020-05-06
2474,2395,173,5,2020-01-29
2475,1494,124,5,2022-08-23
2476,2943,52,2,2023-02-02
2477,3103,116,1,2023-12-27
2478,2484,192,1,2021-05-11
2479,2616,119,4,2021-11-15
2480,2950,1,4,2021-05-08
2481,3097,66,2,2023-08-27
2482,1617,200,3,2021-11-06
2483,1286,63,3,2022-06-21
2484,2247,26,2,2024-01-26
2485,3173,21,3,2020-09-11
2486,1179,178,2,2020-04-04
2487,1990,106,4,2022-04-18
2488,3212,125,3,2022-01-31
2489,2272,133,4,2022-01-25
2490,3053,187,4,2020-05-12
2491,2854,122,5,2021-05-24
2492,1744,127,5,2021-02-13
2493,1019,88,3,2023-08-09
2494,2048,132,3,2022-01-03
2495,3533,86,3,2020-09-15
2496,3375,149,3,2023-02-19
2497,3210,192,3,2023-11-05
2498,1437,97,1,2020-10-23
2499,3590,109,2,2021-08-11
2500,2717,113,5,2020-08-08
2501,2816,105,3,2020-03-31
2502,3286,181,3,2020-01-08
2503,2949,160,4,2020-11-15
2504,1197,182,2,2020-09-25
2505,2368,58,5,2020-03-01
2506,3879,135,5,2023-01-23
2507,1202,138,1,2022-07-14
2508,2184,85,5,2021-12-16
2509,1848,67,3,2020-07-12
2510,1170,129,2,2023-09-21
2511,1099,191,3,2023-05-04
2512,1242,38,1,2021-05-12
2513,1444,30,4,2021-10-26
2514,2811,155,2,2020-08-08
2515,3224,120,1,2023-03-23
2516,1799,125,1,2020-10-05
2517,1197,131,4,2022-03-26
2518,3001,177,4,2022-10-01
2519,1562,94,2,2023-01-16
2520,1817,118,3,2021-10-03
2521,2961,48,1,2021-08-12
2522,3032,160,4,2023-06-18
2523,3913,41,5,2022-01-09
2524,1432,131,3,2023-06-13
2525,3040,2,2,2022-06-20
2526,2249,86,2,2021-05-06
2527,3681,20,5,2023-06-11
2528,3373,65,2,2022-03-01
2529,1668,43,3,2021-02-19
2530,2350,19,4,2022-08-27
2531,1142,89,5,2023-10-16
2532,1921,87,4,2020-06-10
2533,1892,55,5,2022-05-01
2534,3019,20,5,2020-05-04
2535,1110,145,3,2021-04-10
2536,3968,2,3,2023-05-29
2537,3164,55,1,2022-08-16
2538,2563,18,5,2021-05-08
2539,1616,88,3,2020-03-22
2540,3523,140,2,2022-07-11
2541,1777,40,4,2023-07-10
2542,3473,162,1,2021-03-24
2543,1970,153,2,2023-02-11
2544,2952,144,2,2021-05-22
2545,3064,145,1,2020-03-02
2546,3541,98,5,2021-08-29
2547,3291,126,3,2024-01-19
2548,2155,170,4,2022-06-09
2549,3788,1,1,2021-08-17
2550,2689,96,1,2022-11-21
2551,2167,143,4,2023-09-04
2552,1742,60,5,2020-01-01
2553,3985,142,3,2023-03-05
2554,3573,50,4,2020-05-12
2555,3103,152,1,2020-03-26
2556,3761,156,4,2023-09-09
2557,2581,7,4,2021-05-30
2558,2363,32,3,2022-11-10
2559,3176,41,5,2023-02-02
2560,3222,20,2,2024-01-06
2561,2810,14,1,2021-06-11
2562,2594,132,1,2023-09-25
2563,3682,44,2,2023-10-09
2564,3143,104,3,2022-07-17
2565,2886,81,2,2020-11-14
2566,1879,145,1,2021-11-28
2567,2438,150,2,2022-04-26
2568,3784,68,2,2022-02-21
2569,3385,44,2,2023-01-21
2570,1557,172,1,2021-06-12
2571,1740,169,4,2023-07-12
2572,3657,92,2,2020-10-18
2573,1539,6,1,2024-01-27
2574,3327,95,4,2020-04-06
2575,3271,191,2,2023-09-21
2576,3577,133,4,2022-01-27
2577,1976,123,5,2020-07-26
2578,3036,138,4,2023-05-29
2579,3599,111,2,2020-11-26
2580,1444,111,5,2022-02-09
2581,1798,159,4,2020-03-14
2582,1403,87,5,2020-09-10
2583,3724,200,1,2022-03-30
2584,2379,55,3,2022-09-12
2585,1148,157,2,2020-11-27
2586,3841,168,1,2022-01-16
2587,1890,75,4,2021-03-30
2588,3261,91,2,2023-02-12
2589,3218,53,1,2022-10-14
2590,2684,36,4,2022-04-13
2591,3783,72,2,2023-06-22
2592,1110,90,2,2022-10-14
2593,2822,164,3,2020-02-11
2594,2237,50,1,2020-10-04
2595,2828,176,4,2020-01-19
2596,2439,105,2,2020-06-15
2597,2403,187,1,2022-10-16
2598,2865,166,3,2021-02-12
2599,1387,20,2,2023-12-01
2600,3177,180,5,2021-08-19
2601,2573,87,3,2022-11-28
2602,3411,29,1,2020-11-19
2603,2938,181,1,2022-09-18
2604,1783,120,5,2021-09-26
2605,3784,126,2,2022-06-07
2606,2869,75,5,2023-08-23
2607,3005,183,2,2021-01-27
2608,3460,90,4,2020-09-14
2609,1846,49,5,2021-03-21
2610,1718,178,5,2023-04-18
2611,3001,197,5,2021-03-18
2612,3462,140,4,2020-09-09
2613,1810,115,1,2020-04-02
2614,2168,98,3,2020-05-17
2615,1302,9,2,2020-11-02
2616,1966,185,2,2021-10-07
2617,1313,82,1,2022-06-19
2618,1245,29,2,2021-03-29
2619,1218,7,3,2024-01-03
2620,2281,49,3,2022-04-10
2621,2205,36,1,2020-07-05
2622,2514,91,3,2022-10-17
2623,2715,5,4,2022-05-21
2624,1595,1,3,2023-10-31
2625,3359,71,3,2021-11-22
2626,1302,100,3,2022-11-23
2627,3107,135,4,2021-08-04
2628,3758,97,3,2023-10-21
2629,3585,181,3,2020-06-29
2630,1034,26,3,2023-06-03
2631,2889,71,1,2023-01-23
2632,3479,100,1,2023-08-13
2633,2298,71,1,2020-06-23
2634,1366,47,3,2023-09-03
2635,2093,66,3,2020-12-14
2636,1726,47,3,2022-04-12
2637,2034,97,4,2020-10-08
2638,2909,58,3,2022-04-02
2639,1117,21,4,2022-08-10
2640,1675,31,1,2022-10-28
2641,3280,135,1,2021-07-16
2642,2032,187,3,2020-12-06
2643,3293,65,1,2020-09-05
2644,1956,167,3,2023-01-11
2645,3932,82,5,2023-11-18
2646,1524,41,4,2023-12-11
2647,3883,172,1,2023-06-30
2648,2361,8,5,2020-05-01
2649,1539,62,4,2020-01-10
2650,1854,37,4,2022-04-17
2651,3267,96,1,2023-08-22
2652,3164,97,5,2023-05-18
2653,3677,133,2,2022-01-22
2654,2494,87,5,2023-12-10
2655,2300,156,3,2021-04-24
2656,3797,94,3,2020-01-18
2657,1145,62,5,2020-07-20
2658,3494,59,5,2023-10-01
2659,1181,91,1,2024-01-11
2660,1189,165,1,2020-11-14
2661,1302,135,1,2022-11-23
2662,3502,91,2,2021-12-24
2663,2805,199,5,2021-02-16
2664,3187,162,4,2022-11-01
2665,1529,142,1,2021-12-24
2666,3981,80,2,2023-02-09
2667,2680,151,3,2023-11-02
2668,2769,92,4,2020-10-24
2669,2301,17,5,2021-07-23
2670,1958,73,5,2021-06-29
2671,3946,74,5,2021-06-30
2672,1836,178,1,2024-02-06
2673,1250,57,3,2021-06-20
2674,2883,123,2,2020-02-28
2675,2303,49,3,2020-03-26
2676,2167,150,3,2021-01-24
2677,2193,170,4,2021-12-19
2678,2928,78,5,2021-08-05
2679,3130,69,1,2022-02-03
2680,2284,97,5,2020-09-12
2681,2816,7,5,2020-02-28
2682,2263,76,5,2024-01-09
2683,3488,24,4,2023-01-14
2684,1017,133,2,2023-06-04
2685,1660,67,1,2023-04-22
2686,3542,51,2,2022-06-27
2687,2958,124,5,2022-06-17
2688,1236,139,5,2020-10-19
2689,1185,147,5,2024-01-10
2690,1313,141,3,2023-12-06
2691,3904,170,4,2022-06-08
2692,3907,159,4,2023-12-14
2693,2853,172,1,2022-08-17
2694,1887,187,2,2022-03-26
2695,2094,62,1,2021-06-03
2696,3568,109,5,2021-07-21
2697,2245,23,3,2021-10-13
2698,3136,159,4,2020-07-29
2699,3967,90,2,2020-06-15
2700,3505,111,4,2022-07-04
2701,2085,60,5,2023-08-20
2702,2211,38,1,2023-09-12
2703,2250,33,4,2023-04-20
2704,1894,28,2,2023-09-19
2705,3414,76,3,2022-11-18
2706,1453,116,2,2023-01-21
2707,3066,53,1,2022-05-17
2708,3116,41,2,2023-04-22
2709,1115,64,1,2021-10-10
2710,2259,37,5,2020-12-18
2711,3659,46,2,2022-07-29
2712,3650,51,1,2022-11-08
2713,3483,66,2,2020-05-18
2714,3452,193,5,2021-12-16
2715,3601,182,5,2022-01-31
2716,2563,115,2,2020-09-11
2717,2064,176,5,2024-01-21
2718,1021,16,4,2021-11-06
2719,1164,20,4,2022-12-28
2720,2899,15,5,2020-05-19
2721,2809,187,2,2022-05-16
2722,2681,175,5,2021-11-10
2723,1964,138,2,2023-04-16
2724,1929,86,1,2020-05-16
2725,1240,45,5,2022-08-29
2726,3801,139,1,2021-10-23
2727,3871,194,3,2021-02-18
2728,1142,107,3,2021-12-07
2729,2227,43,2,2023-11-03
2730,3782,32,2,2021-10-14
2731,1341,79,2,2020-05-25
2732,3695,24,3,2020-05-01
2733,2065,158,4,2020-11-06
2734,2658,12,1,2021-04-19
2735,1555,86,2,2021-07-28
2736,2989,177,3,2022-03-30
2737,1600,140,1,2021-01-16
2738,3967,5,1,2023-10-21
2739,3725,155,5,2023-01-22
2740,3326,58,5,2020-12-04
2741,2849,80,5,2023-09-21
2742,2767,190,4,2020-02-09
2743,1552,136,5,2023-11-22
2744,3169,129,5,2020-06-18
2745,2269,99,2,2021-12-01
2746,2813,194,4,2021-08-06
2747,2292,154,3,2021-06-12
2748,2114,70,2,2020-12-06
2749,3384,88,1,2020-08-05
2750,3647,93,3,2022-03-26
2751,1390,24,4,2021-12-31
2752,3433,154,2,2021-01-07
2753,3654,123,1,2022-11-20
2754,2861,58,4,2021-08-06
2755,3961,129,2,2022-03-31
2756,1758,99,3,2023-02-13
2757,1675,99,1,2020-09-12
2758,1453,50,1,2022-02-18
2759,1936,119,3,2020-08-22
2760,3602,187,1,2020-06-29
2761,3459,50,5,2024-01-17
2762,3398,23,3,2022-05-06
2763,2126,98,1,2022-11-13
2764,3954,84,1,2023-11-24
2765,3223,49,4,2021-08-14
2766,1168,69,5,2020-07-31
2767,2498,27,4,2021-04-26
2768,2631,72,4,2020-06-14
2769,1004,133,1,2020-12-13
2770,2143,148,1,2021-02-01
2771,2342,131,3,2023-05-29
2772,3866,136,4,2022-09-17
2773,1486,151,1,2021-12-19
2774,2122,18,2,2020-04-08
2775,2985,41,2,2020-06-06
2776,1065,110,2,2021-07-07
2777,3234,165,3,2022-07-08
2778,1498,199,3,2021-02-26
2779,2965,4,3,2021-06-13
2780,1974,76,5,2022-12-04
2781,2847,45,3,2021-10-13
2782,1114,147,1,2022-01-03
2783,2689,200,4,2022-11-11
2784,2116,73,4,2023-04-30
2785,1865,92,5,2023-07-28
2786,2953,73,4,2020-06-27
2787,2835,87,5,2022-06-20
2788,2867,171,3,2022-01-09
2789,1691,74,3,2023-02-09
2790,3196,32,3,2022-05-19
2791,3885,170,3,2020-08-08
2792,3984,58,5,2023-12-31
2793,2572,25,2,2021-01-09
2794,2077,28,5,2021-01-15
2795,2643,145,2,2020-01-14
2796,2004,69,5,2021-05-14
2797,3227,97,5,2021-07-18
2798,3770,65,2,2021-05-06
2799,3536,165,3,2023-11-09
2800,3640,134,4,2022-01-24
2801,3361,186,4,2022-03-25
2802,2192,77,3,2021-12-27
2803,3299,72,3,2022-04-07
2804,1453,160,2,2023-08-24
2805,1749,101,4,2022-10-28
2806,2810,172,3,2023-05-16
2807,1698,48,1,2020-05-10
2808,2131,53,5,2021-08-30
2809,1181,34,2,2024-01-17
2810,2673,123,3,2023-04-24
2811,1180,10,4,2021-11-10
2812,1568,115,3,2020-01-05
2813,1933,3,5,2023-03-29
2814,3433,171,1,2023-05-13
2815,1143,96,3,2022-08-06
2816,2916,70,1,2022-07-24
2817,3632,9,4,2022-10-01
2818,3793,111,3,2023-06-05
2819,3213,21,3,2020-07-25
2820,3499,191,3,2021-07-10
2821,2903,189,1,2020-12-13
2822,3608,50,1,2020-08-21
2823,2518,124,5,2022-12-03
2824,2448,132,1,2022-07-30
2825,2822,160,1,2021-08-14
2826,1411,125,2,2020-05-14
2827,1069,149,1,2023-11-07
2828,3697,136,3,2023-03-10
2829,1779,126,1,2021-03-15
2830,2685,55,1,2021-02-22
2831,2753,131,1,2021-10-17
2832,1866,22,5,2020-08-02
2833,1391,25,5,2021-07-05
2834,3219,161,1,2021-05-17
2835,1578,23,3,2020-09-01
2836,3428,148,5,2020-08-18
2837,1697,144,3,2023-04-13
2838,1637,46,3,2023-11-14
2839,3905,40,1,2020-10-26
2840,2965,77,2,2022-02-22
2841,3166,92,4,2023-11-28
2842,2541,7,5,2020-08-19
2843,1501,4,3,2021-12-30
2844,3705,138,1,2022-10-14
2845,2350,147,5,2022-09-25
2846,1691,145,5,2021-04-14
2847,1865,40,5,2020-03-17
2848,3747,69,4,2020-01-24
2849,1366,7,4,2021-06-08
2850,1330,136,3,2020-06-20
2851,2141,128,5,2023-09-12
2852,2488,36,5,2021-05-03
2853,1237,121,2,2023-04-02
2854,2560,186,4,2022-09-26
2855,2383,48,1,2023-12-18
2856,3226,61,5,2021-04-21
2857,3006,116,3,2020-09-13
2858,3711,192,4,2021-11-04
2859,1715,199,4,2020-12-09
2860,1316,21,5,2021-11-03
2861,2739,73,1,2020-09-15
2862,1119,101,4,2020-11-02
2863,2534,60,2,2020-09-02
2864,3118,153,5,2020-07-05
2865,3109,37,5,2022-02-23
2866,3202,79,5,2023-11-30
2867,3887,29,5,2023-09-22
2868,3036,161,5,2021-07-16
2869,3954,4,2,2021-10-12
2870,2819,104,2,2022-11-28
2871,3198,158,5,2023-06-13
2872,1812,177,5,2020-02-26
2873,2882,30,5,2022-04-29
2874,2666,53,3,2022-07-04
2875,2621,95,5,2021-04-05
2876,2429,48,3,2022-04-23
2877,2071,169,5,2021-07-02
2878,1193,163,2,2022-10-28
2879,3771,153,1,2021-06-16
2880,2178,171,5,2022-11-14
2881,2195,28,5,2022-08-02
2882,1035,137,3,2021-02-28
2883,2085,7,5,2023-04-23
2884,3109,176,2,2021-03-06
2885,2287,141,4,2020-11-12
2886,2821,200,4,2021-08-18
2887,3843,124,2,2020-03-16
2888,2989,103,1,2022-07-04
2889,1673,193,5,2021-04-30
2890,2984,90,3,2023-06-09
2891,2820,102,4,2021-07-03
2892,1251,32,4,2022-07-30
2893,1110,86,4,2023-05-29
2894,3897,115,4,2023-03-12
2895,3393,56,5,2020-12-28
2896,3324,169,1,2023-07-24
2897,2760,111,2,2022-09-30
2898,3791,82,2,2021-07-28
2899,2929,176,4,2020-01-27
2900,3751,9,5,2021-09-08
2901,3551,72,5,2020-02-21
2902,2320,43,1,2020-06-29
2903,3847,8,1,2023-02-17
2904,3476,27,4,2022-05-24
2905,2496,156,3,2021-10-08
2906,1238,81,5,2023-07-07
2907,2304,141,5,2021-10-06
2908,3765,189,3,2020-09-11
2909,1268,189,1,2022-01-01
2910,2720,105,1,2022-09-16
2911,3210,51,4,2023-07-02
2912,1093,76,2,2020-08-29
2913,2160,1,5,2023-08-15
2914,3970,159,5,2021-09-11
2915,2968,158,5,2023-11-17
2916,3467,32,4,2021-10-29
2917,2246,142,2,2021-08-16
2918,3895,159,3,2020-05-10
2919,2270,174,1,2021-09-03
2920,1397,142,1,2020-03-03
2921,1773,57,2,2023-02-02
2922,2337,73,1,2020-01-15
2923,3066,158,3,2021-12-23
2924,1481,197,4,2023-07-06
2925,1994,10,4,2022-12-04
2926,3083,40,3,2022-03-23
2927,2339,128,3,2020-11-26
2928,2294,100,5,2023-05-01
2929,2792,123,1,2023-11-25
2930,2656,140,1,2021-01-21
2931,2404,139,2,2023-12-09
2932,2306,159,2,2022-11-19
2933,1718,179,2,2020-11-23
2934,1737,182,4,2023-05-25
2935,3028,69,3,2020-04-14
2936,2312,82,1,2020-11-25
2937,1234,55,4,2022-12-06
2938,3483,17,5,2021-10-02
2939,3907,38,2,2020-11-09
2940,2159,150,3,2021-04-06
2941,2837,195,4,2021-02-13
2942,3053,163,3,2022-11-18
2943,3994,7,5,2023-06-30
2944,3956,47,1,2020-02-29
2945,2331,148,3,2020-08-07
2946,3565,161,1,2022-02-09
2947,3583,136,3,2021-07-17
2948,3136,44,4,2021-06-29
2949,3058,158,5,2023-01-17
2950,3349,8,4,2020-08-18
2951,2345,129,3,2020-09-02
2952,3340,50,2,2023-07-25
2953,1249,147,5,2021-02-20
2954,3152,137,5,2022-03-13
2955,1278,18,3,2023-02-25
2956,1491,160,3,2022-04-30
2957,2678,119,2,2021-04-19
2958,1413,177,3,2020-04-20
2959,3822,82,2,2022-02-01
2960,2707,12,5,2023-06-01
2961,1573,45,5,2020-05-11
2962,1098,146,5,2021-04-01
2963,2864,72,1,2020-04-07
2964,1072,197,5,2022-10-21
2965,1448,81,4,2020-09-06
2966,1105,174,4,2020-05-28
2967,2031,49,3,2020-02-13
2968,2822,122,3,2022-12-03
2969,1053,198,2,2020-06-10
2970,3621,105,1,2020-09-09
2971,1652,81,4,2024-01-11
2972,3474,17,4,2021-04-18
2973,3078,15,2,2023-02-06
2974,3921,65,2,2022-11-24
2975,1262,125,3,2020-10-01
2976,1934,163,3,2022-08-06
2977,3753,124,4,2020-08-30
2978,1727,100,2,2022-08-20
2979,2679,175,5,2022-02-21
2980,1514,121,2,2020-02-15
2981,1469,106,3,2020-01-26
2982,2234,184,2,2020-06-23
2983,1126,195,4,2023-08-27
2984,3840,156,2,2023-03-04
2985,3627,138,2,2023-03-25
2986,3737,76,1,2021-10-29
2987,3806,90,3,2021-08-21
2988,2962,150,4,2023-07-16
2989,3584,58,5,2022-06-25
2990,1578,10,1,2022-08-07
2991,1561,174,2,2020-01-28
2992,1435,132,3,2023-07-07
2993,2914,174,5,2021-07-04
2994,2373,49,2,2020-12-18
2995,3736,69,4,2020-10-22
2996,2858,138,1,2022-06-26
2997,2086,153,2,2022-10-15
2998,1021,55,4,2023-01-02
2999,3374,57,1,2023-01-18
3000,1331,145,3,2021-03-30
3001,3337,43,4,2021-12-12
3002,1609,89,4,2023-09-17
3003,1402,141,3,2022-09-03
3004,2249,113,4,2020-08-20
3005,2333,65,2,2022-10-20
3006,1169,56,1,2021-04-25
3007,2985,121,4,2023-04-03
3008,3988,19,5,2021-12-04
3009,2949,71,3,2023-12-18
3010,3701,14,5,2020-12-29
3011,3049,122,4,2023-06-27
3012,1203,88,5,2022-05-23
3013,3064,86,3,2022-08-25
3014,3422,67,1,2020-02-13
3015,1196,166,5,2023-04-03
3016,3414,71,1,2023-08-08
3017,3123,137,1,2022-07-05
3018,3150,193,2,2022-03-09
3019,1490,14,4,2020-10-12
3020,3896,134,4,2021-11-14
3021,3534,90,4,2022-03-29
3022,1950,44,1,2022-08-02
3023,3287,194,4,2022-10-14
3024,2522,69,4,2022-06-25
3025,1972,47,5,2021-08-25
3026,3731,190,2,2024-01-19
3027,1969,25,4,2022-04-20
3028,2351,29,4,2023-02-27
3029,3124,16,1,2020-02-12
3030,2209,96,5,2021-12-25
3031,3993,90,4,2022-03-13
3032,3673,104,2,2023-02-12
3033,3343,12,4,2022-04-11
3034,2343,94,1,2023-08-24
3035,1767,23,4,2020-11-20
3036,1904,16,3,2022-01-30
3037,3080,182,3,2023-04-10
3038,1992,111,5,2022-08-17
3039,2629,63,1,2020-11-29
3040,1805,173,4,2021-04-19
3041,1334,81,2,2023-12-14
3042,3343,175,1,2022-09-08
3043,2142,45,5,2020-06-06
3044,1203,132,4,2023-03-28
3045,2963,56,1,2022-07-10
3046,3493,62,3,2021-10-23
3047,3943,35,5,2023-07-04
3048,3942,67,5,2021-08-11
3049,3519,91,5,2021-07-11
3050,3190,24,1,2022-12-06
3051,2691,173,5,2021-04-23
3052,2303,130,3,2021-07-19
3053,1993,5,4,2021-12-04
3054,3641,136,5,2023-03-13
3055,1320,79,2,2023-07-08
3056,3874,172,1,2021-11-16
3057,1548,158,4,2024-01-10
3058,3104,81,2,2023-05-30
3059,1948,78,4,2020-04-25
3060,3542,105,2,2021-06-24
3061,1398,165,3,2022-03-25
3062,2395,152,5,2021-09-09
3063,2306,185,3,2020-11-04
3064,2382,164,3,2022-05-13
3065,3105,186,2,2020-09-17
3066,2467,94,1,2020-06-08
3067,3137,178,2,2020-08-11
3068,2712,89,4,2020-01-20
3069,1932,86,2,2024-01-31
3070,1535,156,2,2020-02-27
3071,2815,91,5,2023-05-29
3072,2897,44,3,2023-06-09
3073,2703,148,4,2021-09-06
3074,3689,22,2,2021-01-08
3075,1742,75,4,2022-10-10
3076,1282,89,5,2022-11-23
3077,2892,41,4,2023-05-16
3078,1402,82,5,2023-05-07
3079,3906,144,3,2023-01-06
3080,2436,26,4,2020-10-15
3081,3824,170,1,2022-10-09
3082,3961,111,4,2020-01-07
3083,3043,49,3,2023-12-17
3084,1236,108,5,2021-06-19
3085,3526,174,2,2022-04-27
3086,2753,157,3,2023-08-04
3087,2962,43,5,2022-04-08
3088,2965,89,1,2023-08-25
3089,1948,16,3,2020-11-27
3090,2206,89,3,2023-04-04
3091,3692,181,2,2023-11-07
3092,3531,100,5,2023-01-31
3093,3061,189,5,2021-01-07
3094,1878,3,5,2023-04-07
3095,2659,162,4,2023-12-12
3096,1180,158,4,2021-04-22
3097,2338,166,5,2021-06-20
3098,1005,125,2,2023-11-26
3099,3976,82,5,2021-06-14
3100,1325,122,2,2022-02-24
3101,3130,6,1,2022-11-21
3102,2734,140,5,2022-11-26
3103,1080,100,1,2023-09-27
3104,3860,55,5,2023-04-21
3105,3291,66,1,2023-07-12
3106,2000,116,4,2024-01-25
3107,1124,167,5,2024-01-10
3108,2557,138,4,2022-01-14
3109,3173,120,3,2022-01-31
3110,3792,199,2,2022-01-13
3111,2277,87,4,2021-07-11
3112,3246,58,3,2021-06-09
3113,3364,66,5,2022-04-19
3114,2376,197,3,2022-11-17
3115,3134,158,5,2020-06-05
3116,3531,76,2,2021-05-25
3117,3606,111,5,2021-11-17
3118,3458,115,2,2023-11-13
3119,2681,30,3,2023-06-27
3120,2839,73,3,2021-12-15
3121,2694,182,3,2020-08-26
3122,1733,66,2,2020-10-29
3123,2115,187,5,2020-11-29
3124,1654,81,1,2020-12-27
3125,1148,55,1,2022-03-11
3126,1118,176,1,2020-01-16
3127,1686,185,4,2021-01-10
3128,1688,115,4,2023-05-25
3129,3752,151,4,2022-04-03
3130,2885,174,4,2021-02-21
3131,2064,116,3,2021-08-29
3132,2393,75,4,2020-08-18
3133,1923,147,4,2021-06-04
3134,2821,131,1,2023-05-08
3135,3661,74,1,2020-01-21
3136,1550,117,4,2022-06-16
3137,1041,85,5,2023-12-28
3138,2593,200,3,2020-03-18
3139,2312,187,5,2021-10-09
3140,2903,168,4,2021-07-06
3141,3303,92,2,2023-07-05
3142,1860,12,2,2020-04-13
3143,1196,103,1,2021-12-29
3144,2718,116,5,2021-04-24
3145,2124,198,4,2023-06-18
3146,3907,114,5,2023-03-16
3147,1115,46,4,2021-08-23
3148,2724,36,3,2020-10-19
3149,3842,168,1,2023-07-19
3150,1625,179,1,2023-04-04
3151,3290,124,3,2022-01-31
3152,2660,191,1,2021-09-29
3153,2999,119,4,2021-05-05
3154,3359,99,4,2023-03-10
3155,1508,88,4,2023-01-31
3156,1584,123,2,2021-07-28
3157,2880,183,2,2023-07-01
3158,3929,57,4,2020-02-09
3159,2097,121,5,2021-06-03
3160,1870,66,1,2021-06-29
3161,1560,162,4,2021-04-07
3162,2370,46,4,2021-04-27
3163,2928,135,5,2024-01-02
3164,3878,158,3,2020-05-12
3165,2524,78,5,2021-05-20
3166,3485,158,4,2022-09-19
3167,3454,184,5,2020-12-08
3168,2062,166,2,2023-07-10
3169,1417,80,5,2023-06-03
3170,3445,22,2,2021-08-20
3171,2362,88,5,2021-03-23
3172,2116,117,2,2022-09-28
3173,3912,130,4,2022-01-04
3174,3696,129,3,2023-05-09
3175,2161,184,3,2020-09-06
3176,3852,6,5,2023-12-03
3177,3055,178,1,2020-05-04
3178,3493,180,1,2022-09-07
3179,2156,162,1,2020-05-29
3180,3410,86,3,2020-12-08
3181,2304,65,1,2021-08-02
3182,2699,162,5,2022-02-21
3183,2345,81,1,2022-04-01
3184,3685,65,5,2021-06-15
3185,3616,198,1,2021-05-06
3186,3057,125,4,2020-09-08
3187,3889,26,5,2023-11-16
3188,3329,119,4,2020-06-21
3189,3016,14,3,2020-07-19
3190,1843,135,1,2021-01-10
3191,1293,48,2,2020-01-11
3192,1898,87,4,2022-06-10
3193,2829,84,3,2022-03-28
3194,2207,137,5,2023-07-20
3195,2330,28,3,2021-11-21
3196,3107,102,5,2023-03-01
3197,3549,119,4,2022-02-22
3198,1669,63,4,2021-09-12
3199,3958,23,1,2023-04-06
3200,2620,90,5,2023-04-18
3201,1069,87,2,2021-04-04
3202,3525,72,5,2021-01-03
3203,1299,130,1,2021-12-19
3204,2644,64,2,2022-11-06
3205,3954,195,1,2021-05-19
3206,2211,13,4,2022-08-26
3207,1337,141,3,2022-12-28
3208,3957,147,1,2021-12-18
3209,2510,69,1,2022-09-19
3210,1068,149,1,2020-09-25
3211,1572,45,3,2024-01-17
3212,3265,171,3,2022-05-14
3213,1566,51,3,2021-02-10
3214,3158,81,2,2020-02-20
3215,1258,183,3,2024-02-08
3216,1117,16,4,2021-08-18
3217,1547,188,3,2022-12-01
3218,3527,168,3,2020-02-26
3219,1285,140,2,2020-07-14
3220,3496,102,5,2021-12-11
3221,2600,151,2,2022-08-05
3222,3274,55,2,2021-02-13
3223,3188,154,3,2023-09-02
3224,3733,166,4,2023-02-03
3225,2820,42,5,2024-01-27
3226,2386,117,1,2021-10-23
3227,3522,94,5,2021-01-30
3228,1674,5,2,2022-07-14
3229,3360,76,5,2022-02-28
3230,3713,107,2,2020-06-20
3231,3713,125,1,2022-11-15
3232,1100,17,5,2021-04-20
3233,3688,154,4,2022-11-15
3234,2847,127,2,2020-09-20
3235,1490,125,2,2022-03-26
3236,3607,70,3,2022-01-23
3237,1651,162,1,2022-01-26
3238,2157,156,2,2022-05-19
3239,1540,107,3,2022-03-17
3240,3029,78,5,2022-09-10
3241,2714,58,4,2021-08-14
3242,3104,33,2,2023-03-10
3243,1256,105,4,2022-10-15
3244,1728,45,1,2021-03-22
3245,1178,6,2,2020-07-27
3246,1215,149,3,2021-02-16
3247,3295,172,5,2023-12-21
3248,1159,23,3,2021-10-25
3249,1332,164,2,2023-12-26
3250,1899,68,4,2020-05-30
3251,2618,59,1,2023-11-01
3252,3814,125,5,2022-05-04
3253,2356,39,5,2021-01-04
3254,2724,159,3,2021-12-05
3255,1724,48,2,2022-10-01
3256,1430,65,5,2021-01-11
3257,1993,18,5,2020-04-27
3258,1416,193,5,2021-03-19
3259,2975,34,3,2021-10-01
3260,1792,143,4,2021-10-19
3261,3172,53,5,2022-04-01
3262,3122,182,2,2021-10-25
3263,2866,65,5,2022-12-16
3264,3269,23,3,2022-07-07
3265,3284,179,4,2023-03-31
3266,2156,194,4,2023-10-06
3267,2782,200,3,2023-04-05
3268,2519,51,2,2021-05-28
3269,3682,10,1,2020-12-30
3270,2821,38,1,2023-09-11
3271,1621,30,5,2021-09-12
3272,3262,159,4,2020-09-03
3273,2976,127,2,2023-01-21
3274,3552,180,4,2021-09-06
